COD_VAR;LIB_VAR;LIB_VAR_LONG;COD_MOD;LIB_MOD;TYPE_VAR;LONG_VAR
CODGEO;Code géographique;Code géographique;60204;Orry-la-Ville;CHAR;5
CODGEO;Code géographique;Code géographique;60205;Lacroix-Saint-Ouen;CHAR;5
CODGEO;Code géographique;Code géographique;60206;Bornel;CHAR;5
CODGEO;Code géographique;Code géographique;60301;Mouy;CHAR;5
CODGEO;Code géographique;Code géographique;60302;Méru;CHAR;5
CODGEO;Code géographique;Code géographique;60303;Crépy-en-Valois;CHAR;5
CODGEO;Code géographique;Code géographique;60304;Noyon;CHAR;5
CODGEO;Code géographique;Code géographique;60305;Pont-Sainte-Maxence;CHAR;5
CODGEO;Code géographique;Code géographique;60306;Senlis;CHAR;5
CODGEO;Code géographique;Code géographique;60401;Clermont;CHAR;5
CODGEO;Code géographique;Code géographique;60402;Chantilly;CHAR;5
CODGEO;Code géographique;Code géographique;60501;Beauvais;CHAR;5
CODGEO;Code géographique;Code géographique;60502;Compiègne;CHAR;5
CODGEO;Code géographique;Code géographique;60601;Creil;CHAR;5
CODGEO;Code géographique;Code géographique;61101;Gacé;CHAR;5
CODGEO;Code géographique;Code géographique;61102;Val-au-Perche;CHAR;5
CODGEO;Code géographique;Code géographique;61103;Bellême;CHAR;5
CODGEO;Code géographique;Code géographique;61104;Tinchebray;CHAR;5
CODGEO;Code géographique;Code géographique;61105;Bagnoles de l'Orne Normandie;CHAR;5
CODGEO;Code géographique;Code géographique;61106;Domfront en Poiraie;CHAR;5
CODGEO;Code géographique;Code géographique;61107;Sées;CHAR;5
CODGEO;Code géographique;Code géographique;61201;Mortagne-au-Perche;CHAR;5
CODGEO;Code géographique;Code géographique;61202;La Ferté-Macé;CHAR;5
CODGEO;Code géographique;Code géographique;61301;L'Aigle;CHAR;5
CODGEO;Code géographique;Code géographique;61302;Argentan;CHAR;5
CODGEO;Code géographique;Code géographique;61401;Flers;CHAR;5
CODGEO;Code géographique;Code géographique;62101;Avesnes-le-Comte;CHAR;5
CODGEO;Code géographique;Code géographique;62102;Rœux;CHAR;5
CODGEO;Code géographique;Code géographique;62103;Enquin-les-Mines;CHAR;5
CODGEO;Code géographique;Code géographique;62104;Mametz;CHAR;5
CODGEO;Code géographique;Code géographique;62105;Fruges;CHAR;5
CODGEO;Code géographique;Code géographique;62106;Norrent-Fontes;CHAR;5
CODGEO;Code géographique;Code géographique;62107;Auchy-lès-Hesdin;CHAR;5
CODGEO;Code géographique;Code géographique;62108;Aubigny-en-Artois;CHAR;5
CODGEO;Code géographique;Code géographique;62109;Équihen-Plage;CHAR;5
CODGEO;Code géographique;Code géographique;62110;Auxi-le-Château;CHAR;5
CODGEO;Code géographique;Code géographique;62111;Beaurainville;CHAR;5
CODGEO;Code géographique;Code géographique;62112;Saint-Folquin;CHAR;5
CODGEO;Code géographique;Code géographique;62113;Samer;CHAR;5
CODGEO;Code géographique;Code géographique;62114;Frévent;CHAR;5
CODGEO;Code géographique;Code géographique;62115;Camiers;CHAR;5
CODGEO;Code géographique;Code géographique;62116;Bapaume;CHAR;5
CODGEO;Code géographique;Code géographique;62117;Biache-Saint-Vaast;CHAR;5
CODGEO;Code géographique;Code géographique;62118;Vimy;CHAR;5
CODGEO;Code géographique;Code géographique;62201;Montreuil;CHAR;5
CODGEO;Code géographique;Code géographique;62202;Oye-Plage;CHAR;5
CODGEO;Code géographique;Code géographique;62203;Desvres;CHAR;5
CODGEO;Code géographique;Code géographique;62204;Guînes;CHAR;5
CODGEO;Code géographique;Code géographique;62205;Audruicq;CHAR;5
CODGEO;Code géographique;Code géographique;62206;Hesdin;CHAR;5
CODGEO;Code géographique;Code géographique;62207;Neufchâtel-Hardelot;CHAR;5
CODGEO;Code géographique;Code géographique;62208;Ardres;CHAR;5
CODGEO;Code géographique;Code géographique;62209;Saint-Pol-sur-Ternoise;CHAR;5
CODGEO;Code géographique;Code géographique;62210;Lumbres;CHAR;5
CODGEO;Code géographique;Code géographique;62301;Wimereux;CHAR;5
CODGEO;Code géographique;Code géographique;62302;Marquise;CHAR;5
CODGEO;Code géographique;Code géographique;62401;Berck;CHAR;5
CODGEO;Code géographique;Code géographique;62501;Saint-Omer;CHAR;5
CODGEO;Code géographique;Code géographique;62502;Arras;CHAR;5
CODGEO;Code géographique;Code géographique;62503;Boulogne-sur-Mer;CHAR;5
CODGEO;Code géographique;Code géographique;62504;Calais;CHAR;5
CODGEO;Code géographique;Code géographique;63101;Ennezat;CHAR;5
CODGEO;Code géographique;Code géographique;63102;La Bourboule;CHAR;5
CODGEO;Code géographique;Code géographique;63103;Maringues;CHAR;5
CODGEO;Code géographique;Code géographique;63104;Puy-Guillaume;CHAR;5
CODGEO;Code géographique;Code géographique;63105;Orcet;CHAR;5
CODGEO;Code géographique;Code géographique;63106;Pérignat-lès-Sarliève;CHAR;5
CODGEO;Code géographique;Code géographique;63107;Aigueperse;CHAR;5
CODGEO;Code géographique;Code géographique;63108;Mur-sur-Allier;CHAR;5
CODGEO;Code géographique;Code géographique;63109;Vertaizon;CHAR;5
CODGEO;Code géographique;Code géographique;63110;Orcines;CHAR;5
CODGEO;Code géographique;Code géographique;63111;La Monnerie-le-Montel;CHAR;5
CODGEO;Code géographique;Code géographique;63112;Saint-Georges-de-Mons;CHAR;5
CODGEO;Code géographique;Code géographique;63113;La Roche-Blanche;CHAR;5
CODGEO;Code géographique;Code géographique;63114;Saint-Amant-Tallende;CHAR;5
CODGEO;Code géographique;Code géographique;63115;Courpière;CHAR;5
CODGEO;Code géographique;Code géographique;63116;Volvic;CHAR;5
CODGEO;Code géographique;Code géographique;63117;Vic-le-Comte;CHAR;5
CODGEO;Code géographique;Code géographique;63118;Billom;CHAR;5
CODGEO;Code géographique;Code géographique;63201;Lezoux;CHAR;5
CODGEO;Code géographique;Code géographique;63202;Saint-Éloy-les-Mines;CHAR;5
CODGEO;Code géographique;Code géographique;63203;Ambert;CHAR;5
CODGEO;Code géographique;Code géographique;63301;Veyre-Monton;CHAR;5
CODGEO;Code géographique;Code géographique;63302;Pont-du-Château;CHAR;5
CODGEO;Code géographique;Code géographique;63303;Thiers;CHAR;5
CODGEO;Code géographique;Code géographique;63304;Issoire;CHAR;5
CODGEO;Code géographique;Code géographique;63401;Riom;CHAR;5
CODGEO;Code géographique;Code géographique;63701;Clermont-Ferrand;CHAR;5
CODGEO;Code géographique;Code géographique;64101;Navarrenx;CHAR;5
CODGEO;Code géographique;Code géographique;64102;Saint-Palais;CHAR;5
CODGEO;Code géographique;Code géographique;64103;Artix;CHAR;5
CODGEO;Code géographique;Code géographique;64104;Soumoulou;CHAR;5
CODGEO;Code géographique;Code géographique;64105;Arudy;CHAR;5
CODGEO;Code géographique;Code géographique;64106;Saint-Jean-Pied-de-Port;CHAR;5
CODGEO;Code géographique;Code géographique;64107;Salies-de-Béarn;CHAR;5
CODGEO;Code géographique;Code géographique;64201;Saint-Pée-sur-Nivelle;CHAR;5
CODGEO;Code géographique;Code géographique;64202;Hasparren;CHAR;5
CODGEO;Code géographique;Code géographique;64203;Cambo-les-Bains;CHAR;5
CODGEO;Code géographique;Code géographique;64204;Mauléon-Licharre;CHAR;5
CODGEO;Code géographique;Code géographique;64301;Orthez;CHAR;5
CODGEO;Code géographique;Code géographique;64302;Mourenx;CHAR;5
CODGEO;Code géographique;Code géographique;64303;Oloron-Sainte-Marie;CHAR;5
CODGEO;Code géographique;Code géographique;64601;Pau;CHAR;5
CODGEO;Code géographique;Code géographique;65101;Pierrefitte-Nestalas;CHAR;5
CODGEO;Code géographique;Code géographique;65102;Ossun;CHAR;5
CODGEO;Code géographique;Code géographique;65103;Maubourguet;CHAR;5
CODGEO;Code géographique;Code géographique;65201;Vic-en-Bigorre;CHAR;5
CODGEO;Code géographique;Code géographique;65202;Lannemezan;CHAR;5
CODGEO;Code géographique;Code géographique;65203;Juillan;CHAR;5
CODGEO;Code géographique;Code géographique;65204;Argelès-Gazost;CHAR;5
CODGEO;Code géographique;Code géographique;65301;Bagnères-de-Bigorre;CHAR;5
CODGEO;Code géographique;Code géographique;65302;Lourdes;CHAR;5
CODGEO;Code géographique;Code géographique;65501;Tarbes;CHAR;5
CODGEO;Code géographique;Code géographique;66101;Puigcerda (ESP) - Bourg-Madame (partie française);CHAR;5
CODGEO;Code géographique;Code géographique;66102;Vinça;CHAR;5
CODGEO;Code géographique;Code géographique;66103;Saint-Hippolyte;CHAR;5
CODGEO;Code géographique;Code géographique;66104;Saint-Nazaire;CHAR;5
CODGEO;Code géographique;Code géographique;66105;Baixas;CHAR;5
CODGEO;Code géographique;Code géographique;66106;Ponteilla;CHAR;5
CODGEO;Code géographique;Code géographique;66107;Saint-Génis-des-Fontaines;CHAR;5
CODGEO;Code géographique;Code géographique;66108;Salses-le-Château;CHAR;5
CODGEO;Code géographique;Code géographique;66109;Villelongue-de-la-Salanque;CHAR;5
CODGEO;Code géographique;Code géographique;66110;Espira-de-l'Agly;CHAR;5
CODGEO;Code géographique;Code géographique;66111;Claira;CHAR;5
CODGEO;Code géographique;Code géographique;66112;Villeneuve-de-la-Raho;CHAR;5
CODGEO;Code géographique;Code géographique;66113;Bages;CHAR;5
CODGEO;Code géographique;Code géographique;66114;Millas;CHAR;5
CODGEO;Code géographique;Code géographique;66115;Pollestres;CHAR;5
CODGEO;Code géographique;Code géographique;66116;Sainte-Marie;CHAR;5
CODGEO;Code géographique;Code géographique;66117;Saleilles;CHAR;5
CODGEO;Code géographique;Code géographique;66118;Banyuls-sur-Mer;CHAR;5
CODGEO;Code géographique;Code géographique;66201;Le Boulou;CHAR;5
CODGEO;Code géographique;Code géographique;66202;Ille-sur-Têt;CHAR;5
CODGEO;Code géographique;Code géographique;66203;Sorède;CHAR;5
CODGEO;Code géographique;Code géographique;66204;Amélie-les-Bains-Palalda;CHAR;5
CODGEO;Code géographique;Code géographique;66205;Prades;CHAR;5
CODGEO;Code géographique;Code géographique;66206;Thuir;CHAR;5
CODGEO;Code géographique;Code géographique;66301;Canet-en-Roussillon;CHAR;5
CODGEO;Code géographique;Code géographique;66302;Céret;CHAR;5
CODGEO;Code géographique;Code géographique;66303;Saint-Laurent-de-la-Salanque;CHAR;5
CODGEO;Code géographique;Code géographique;66401;Saint-Cyprien;CHAR;5
CODGEO;Code géographique;Code géographique;66601;Perpignan;CHAR;5
CODGEO;Code géographique;Code géographique;67101;Offendorf;CHAR;5
CODGEO;Code géographique;Code géographique;67102;Rœschwoog;CHAR;5
CODGEO;Code géographique;Code géographique;67103;Epfig;CHAR;5
CODGEO;Code géographique;Code géographique;67104;Furdenheim;CHAR;5
CODGEO;Code géographique;Code géographique;67105;Lauterbourg;CHAR;5
CODGEO;Code géographique;Code géographique;67106;Geudertheim;CHAR;5
CODGEO;Code géographique;Code géographique;67107;Kilstett;CHAR;5
CODGEO;Code géographique;Code géographique;67108;Hilsenheim;CHAR;5
CODGEO;Code géographique;Code géographique;67109;Dettwiller;CHAR;5
CODGEO;Code géographique;Code géographique;67110;Rhinau;CHAR;5
CODGEO;Code géographique;Code géographique;67111;Weitbruch;CHAR;5
CODGEO;Code géographique;Code géographique;67112;Marmoutier;CHAR;5
CODGEO;Code géographique;Code géographique;67113;Sessenheim;CHAR;5
CODGEO;Code géographique;Code géographique;67114;Mothern;CHAR;5
CODGEO;Code géographique;Code géographique;67115;Soultz-sous-Forêts;CHAR;5
CODGEO;Code géographique;Code géographique;67116;Villé;CHAR;5
CODGEO;Code géographique;Code géographique;67117;Duttlenheim;CHAR;5
CODGEO;Code géographique;Code géographique;67118;Truchtersheim;CHAR;5
CODGEO;Code géographique;Code géographique;67119;Schirrhein;CHAR;5
CODGEO;Code géographique;Code géographique;67120;Ittenheim;CHAR;5
CODGEO;Code géographique;Code géographique;67121;Holtzheim;CHAR;5
CODGEO;Code géographique;Code géographique;67122;Scherwiller;CHAR;5
CODGEO;Code géographique;Code géographique;67123;Andlau;CHAR;5
CODGEO;Code géographique;Code géographique;67124;Gerstheim;CHAR;5
CODGEO;Code géographique;Code géographique;67125;Sarre-Union;CHAR;5
CODGEO;Code géographique;Code géographique;67126;Weyersheim;CHAR;5
CODGEO;Code géographique;Code géographique;67127;Seltz;CHAR;5
CODGEO;Code géographique;Code géographique;67128;Oberhaslach;CHAR;5
CODGEO;Code géographique;Code géographique;67129;Wittisheim;CHAR;5
CODGEO;Code géographique;Code géographique;67130;Mertzwiller;CHAR;5
CODGEO;Code géographique;Code géographique;67131;Gries;CHAR;5
CODGEO;Code géographique;Code géographique;67132;Dingsheim;CHAR;5
CODGEO;Code géographique;Code géographique;67133;Bouxwiller;CHAR;5
CODGEO;Code géographique;Code géographique;67134;Betschdorf;CHAR;5
CODGEO;Code géographique;Code géographique;67135;Marckolsheim;CHAR;5
CODGEO;Code géographique;Code géographique;67136;Gambsheim;CHAR;5
CODGEO;Code géographique;Code géographique;67137;Hœrdt;CHAR;5
CODGEO;Code géographique;Code géographique;67138;Bœrsch;CHAR;5
CODGEO;Code géographique;Code géographique;67139;Herrlisheim;CHAR;5
CODGEO;Code géographique;Code géographique;67141;Soufflenheim;CHAR;5
CODGEO;Code géographique;Code géographique;67201;Drusenheim;CHAR;5
CODGEO;Code géographique;Code géographique;67202;Ingwiller;CHAR;5
CODGEO;Code géographique;Code géographique;67203;Marlenheim;CHAR;5
CODGEO;Code géographique;Code géographique;67204;Châtenois;CHAR;5
CODGEO;Code géographique;Code géographique;67205;Wasselonne;CHAR;5
CODGEO;Code géographique;Code géographique;67206;La Wantzenau;CHAR;5
CODGEO;Code géographique;Code géographique;67207;Val-de-Moder;CHAR;5
CODGEO;Code géographique;Code géographique;67208;Entzheim;CHAR;5
CODGEO;Code géographique;Code géographique;67209;Geispolsheim;CHAR;5
CODGEO;Code géographique;Code géographique;67210;Benfeld;CHAR;5
CODGEO;Code géographique;Code géographique;67211;Rosheim;CHAR;5
CODGEO;Code géographique;Code géographique;67212;Wissembourg (partie française);CHAR;5
CODGEO;Code géographique;Code géographique;67213;Barr;CHAR;5
CODGEO;Code géographique;Code géographique;67214;Hochfelden;CHAR;5
CODGEO;Code géographique;Code géographique;67301;Erstein;CHAR;5
CODGEO;Code géographique;Code géographique;67302;Brumath;CHAR;5
CODGEO;Code géographique;Code géographique;67303;Obernai;CHAR;5
CODGEO;Code géographique;Code géographique;67304;La Broque;CHAR;5
CODGEO;Code géographique;Code géographique;67305;Reichshoffen - Niederbronn-les-Bains;CHAR;5
CODGEO;Code géographique;Code géographique;67306;Sélestat;CHAR;5
CODGEO;Code géographique;Code géographique;67307;Saverne;CHAR;5
CODGEO;Code géographique;Code géographique;67401;Molsheim;CHAR;5
CODGEO;Code géographique;Code géographique;67501;Haguenau;CHAR;5
CODGEO;Code géographique;Code géographique;67701;Strasbourg (partie française);CHAR;5
CODGEO;Code géographique;Code géographique;68101;Hirsingue;CHAR;5
CODGEO;Code géographique;Code géographique;68102;Labaroche;CHAR;5
CODGEO;Code géographique;Code géographique;68103;Biesheim;CHAR;5
CODGEO;Code géographique;Code géographique;68104;Eschentzwiller;CHAR;5
CODGEO;Code géographique;Code géographique;68105;Sainte-Croix-en-Plaine;CHAR;5
CODGEO;Code géographique;Code géographique;68106;Lièpvre;CHAR;5
CODGEO;Code géographique;Code géographique;68107;Hochstatt;CHAR;5
CODGEO;Code géographique;Code géographique;68108;Porte du Ried;CHAR;5
CODGEO;Code géographique;Code géographique;68109;Fessenheim;CHAR;5
CODGEO;Code géographique;Code géographique;68110;Burnhaupt-le-Haut;CHAR;5
CODGEO;Code géographique;Code géographique;68111;Soultzmatt;CHAR;5
CODGEO;Code géographique;Code géographique;68112;Masevaux-Niederbruck;CHAR;5
CODGEO;Code géographique;Code géographique;68113;Waldighofen;CHAR;5
CODGEO;Code géographique;Code géographique;68114;Kirchberg;CHAR;5
CODGEO;Code géographique;Code géographique;68115;Sierentz;CHAR;5
CODGEO;Code géographique;Code géographique;68116;Orbey;CHAR;5
CODGEO;Code géographique;Code géographique;68117;Illfurth;CHAR;5
CODGEO;Code géographique;Code géographique;68118;Blotzheim;CHAR;5
CODGEO;Code géographique;Code géographique;68119;Landser;CHAR;5
CODGEO;Code géographique;Code géographique;68120;Zillisheim;CHAR;5
CODGEO;Code géographique;Code géographique;68121;Andolsheim;CHAR;5
CODGEO;Code géographique;Code géographique;68122;Bennwihr;CHAR;5
CODGEO;Code géographique;Code géographique;68123;Rouffach;CHAR;5
CODGEO;Code géographique;Code géographique;68124;Ribeauvillé;CHAR;5
CODGEO;Code géographique;Code géographique;68201;Dannemarie;CHAR;5
CODGEO;Code géographique;Code géographique;68202;Neuf-Brisach;CHAR;5
CODGEO;Code géographique;Code géographique;68203;Kaysersberg Vignoble;CHAR;5
CODGEO;Code géographique;Code géographique;68204;Sainte-Marie-aux-Mines;CHAR;5
CODGEO;Code géographique;Code géographique;68205;Kembs;CHAR;5
CODGEO;Code géographique;Code géographique;68206;Altkirch;CHAR;5
CODGEO;Code géographique;Code géographique;68207;Ensisheim;CHAR;5
CODGEO;Code géographique;Code géographique;68301;Saint-Amarin;CHAR;5
CODGEO;Code géographique;Code géographique;68302;Munster;CHAR;5
CODGEO;Code géographique;Code géographique;68401;Guebwiller;CHAR;5
CODGEO;Code géographique;Code géographique;68402;Thann - Cernay;CHAR;5
CODGEO;Code géographique;Code géographique;68403;Bâle (SUI) - Saint-Louis (partie française);CHAR;5
CODGEO;Code géographique;Code géographique;68501;Colmar;CHAR;5
CODGEO;Code géographique;Code géographique;68701;Mulhouse;CHAR;5
CODGEO;Code géographique;Code géographique;69101;Toussieu;CHAR;5
CODGEO;Code géographique;Code géographique;69102;Beaujeu;CHAR;5
CODGEO;Code géographique;Code géographique;69103;Saint-Symphorien-sur-Coise;CHAR;5
CODGEO;Code géographique;Code géographique;69104;Pusignan;CHAR;5
CODGEO;Code géographique;Code géographique;69105;Saint-Martin-en-Haut;CHAR;5
CODGEO;Code géographique;Code géographique;69106;Cours;CHAR;5
CODGEO;Code géographique;Code géographique;69107;Saint-Pierre-de-Chandieu;CHAR;5
CODGEO;Code géographique;Code géographique;69201;Amplepuis;CHAR;5
CODGEO;Code géographique;Code géographique;69202;Saint-Germain-au-Mont-d'Or;CHAR;5
CODGEO;Code géographique;Code géographique;69203;Thizy;CHAR;5
CODGEO;Code géographique;Code géographique;69204;Jonage;CHAR;5
CODGEO;Code géographique;Code géographique;69205;Mornant;CHAR;5
CODGEO;Code géographique;Code géographique;69206;Saint-Étienne-des-Oullières;CHAR;5
CODGEO;Code géographique;Code géographique;69207;Le Bois-d'Oingt;CHAR;5
CODGEO;Code géographique;Code géographique;69301;Saint-Laurent-de-Mure;CHAR;5
CODGEO;Code géographique;Code géographique;69302;Tarare;CHAR;5
CODGEO;Code géographique;Code géographique;69303;L'Arbresle;CHAR;5
CODGEO;Code géographique;Code géographique;70101;Plancher-les-Mines;CHAR;5
CODGEO;Code géographique;Code géographique;70102;Port-sur-Saône;CHAR;5
CODGEO;Code géographique;Code géographique;70103;Mélisey;CHAR;5
CODGEO;Code géographique;Code géographique;70104;Fougerolles-Saint-Valbert;CHAR;5
CODGEO;Code géographique;Code géographique;70105;Saint-Loup-sur-Semouse;CHAR;5
CODGEO;Code géographique;Code géographique;70201;Champagney - Ronchamp;CHAR;5
CODGEO;Code géographique;Code géographique;70301;Gray;CHAR;5
CODGEO;Code géographique;Code géographique;70302;Lure;CHAR;5
CODGEO;Code géographique;Code géographique;70303;Héricourt;CHAR;5
CODGEO;Code géographique;Code géographique;70304;Luxeuil-les-Bains;CHAR;5
CODGEO;Code géographique;Code géographique;70401;Vesoul;CHAR;5
CODGEO;Code géographique;Code géographique;71101;Buxy;CHAR;5
CODGEO;Code géographique;Code géographique;71102;Épinac;CHAR;5
CODGEO;Code géographique;Code géographique;71103;Saint-Martin-Belle-Roche;CHAR;5
CODGEO;Code géographique;Code géographique;71104;Verdun-sur-le-Doubs;CHAR;5
CODGEO;Code géographique;Code géographique;71105;Charolles;CHAR;5
CODGEO;Code géographique;Code géographique;71106;Ouroux-sur-Saône;CHAR;5
CODGEO;Code géographique;Code géographique;71107;Gergy;CHAR;5
CODGEO;Code géographique;Code géographique;71108;Sennecey-le-Grand;CHAR;5
CODGEO;Code géographique;Code géographique;71109;Marcigny;CHAR;5
CODGEO;Code géographique;Code géographique;71110;La Clayette;CHAR;5
CODGEO;Code géographique;Code géographique;71111;Givry;CHAR;5
CODGEO;Code géographique;Code géographique;71112;Cluny;CHAR;5
CODGEO;Code géographique;Code géographique;71113;Varennes-le-Grand;CHAR;5
CODGEO;Code géographique;Code géographique;71201;Bourbon-Lancy;CHAR;5
CODGEO;Code géographique;Code géographique;71202;Tournus;CHAR;5
CODGEO;Code géographique;Code géographique;71203;Montchanin;CHAR;5
CODGEO;Code géographique;Code géographique;71204;Gueugnon;CHAR;5
CODGEO;Code géographique;Code géographique;71205;Paray-le-Monial;CHAR;5
CODGEO;Code géographique;Code géographique;71301;Louhans;CHAR;5
CODGEO;Code géographique;Code géographique;71302;Autun;CHAR;5
CODGEO;Code géographique;Code géographique;71401;Le Creusot;CHAR;5
CODGEO;Code géographique;Code géographique;71402;Montceau-les-Mines;CHAR;5
CODGEO;Code géographique;Code géographique;71501;Chalon-sur-Saône;CHAR;5
CODGEO;Code géographique;Code géographique;72101;Joué-l'Abbé;CHAR;5
CODGEO;Code géographique;Code géographique;72102;Loué;CHAR;5
CODGEO;Code géographique;Code géographique;72103;Trangé;CHAR;5
CODGEO;Code géographique;Code géographique;72104;Spay;CHAR;5
CODGEO;Code géographique;Code géographique;72105;Vibraye;CHAR;5
CODGEO;Code géographique;Code géographique;72106;Sillé-le-Guillaume;CHAR;5
CODGEO;Code géographique;Code géographique;72107;Précigné;CHAR;5
CODGEO;Code géographique;Code géographique;72108;Fresnay-sur-Sarthe;CHAR;5
CODGEO;Code géographique;Code géographique;72109;Cérans-Foulletourte;CHAR;5
CODGEO;Code géographique;Code géographique;72110;Mayet;CHAR;5
CODGEO;Code géographique;Code géographique;72111;La Bazoge;CHAR;5
CODGEO;Code géographique;Code géographique;72112;Sainte-Jamme-sur-Sarthe;CHAR;5
CODGEO;Code géographique;Code géographique;72113;Connerré;CHAR;5
CODGEO;Code géographique;Code géographique;72114;Savigné-l'Évêque;CHAR;5
CODGEO;Code géographique;Code géographique;72115;Le Lude;CHAR;5
CODGEO;Code géographique;Code géographique;72116;Saint-Calais;CHAR;5
CODGEO;Code géographique;Code géographique;72117;Mulsanne;CHAR;5
CODGEO;Code géographique;Code géographique;72118;Bonnétable;CHAR;5
CODGEO;Code géographique;Code géographique;72119;Parigné-l'Évêque;CHAR;5
CODGEO;Code géographique;Code géographique;72201;Écommoy;CHAR;5
CODGEO;Code géographique;Code géographique;72202;Mamers;CHAR;5
CODGEO;Code géographique;Code géographique;72203;La Suze-sur-Sarthe;CHAR;5
CODGEO;Code géographique;Code géographique;72204;Château-du-Loir;CHAR;5
CODGEO;Code géographique;Code géographique;72205;Champagné;CHAR;5
CODGEO;Code géographique;Code géographique;72301;La Ferté-Bernard;CHAR;5
CODGEO;Code géographique;Code géographique;72302;Sablé-sur-Sarthe;CHAR;5
CODGEO;Code géographique;Code géographique;72303;La Flèche;CHAR;5
CODGEO;Code géographique;Code géographique;72701;Le Mans;CHAR;5
CODGEO;Code géographique;Code géographique;73101;Saint-Julien-Mont-Denis;CHAR;5
CODGEO;Code géographique;Code géographique;73102;Yenne;CHAR;5
CODGEO;Code géographique;Code géographique;73104;Saint-Michel-de-Maurienne;CHAR;5
CODGEO;Code géographique;Code géographique;73105;Grand-Aigueblanche;CHAR;5
CODGEO;Code géographique;Code géographique;73106;Beaufort;CHAR;5
CODGEO;Code géographique;Code géographique;73107;Saint-Étienne-de-Cuines;CHAR;5
CODGEO;Code géographique;Code géographique;73108;Saint-Pierre-d'Albigny;CHAR;5
CODGEO;Code géographique;Code géographique;73109;Modane;CHAR;5
CODGEO;Code géographique;Code géographique;73110;Moûtiers;CHAR;5
CODGEO;Code géographique;Code géographique;73201;Aime-la-Plagne;CHAR;5
CODGEO;Code géographique;Code géographique;73202;Montmélian;CHAR;5
CODGEO;Code géographique;Code géographique;73203;Ugine;CHAR;5
CODGEO;Code géographique;Code géographique;73204;Bourg-Saint-Maurice;CHAR;5
CODGEO;Code géographique;Code géographique;73205;Entrelacs;CHAR;5
CODGEO;Code géographique;Code géographique;73301;Saint-Jean-de-Maurienne;CHAR;5
CODGEO;Code géographique;Code géographique;73401;Albertville;CHAR;5
CODGEO;Code géographique;Code géographique;73601;Chambéry;CHAR;5
CODGEO;Code géographique;Code géographique;74101;Le Grand-Bornand;CHAR;5
CODGEO;Code géographique;Code géographique;74102;Groisy;CHAR;5
CODGEO;Code géographique;Code géographique;74103;Magland;CHAR;5
CODGEO;Code géographique;Code géographique;74104;Valleiry;CHAR;5
CODGEO;Code géographique;Code géographique;74105;Saint-Jeoire;CHAR;5
CODGEO;Code géographique;Code géographique;74106;Veigy-Foncenex;CHAR;5
CODGEO;Code géographique;Code géographique;74107;Saint-Paul-en-Chablais;CHAR;5
CODGEO;Code géographique;Code géographique;74108;Abondance;CHAR;5
CODGEO;Code géographique;Code géographique;74109;Taninges;CHAR;5
CODGEO;Code géographique;Code géographique;74110;Samoëns;CHAR;5
CODGEO;Code géographique;Code géographique;74111;Cruseilles;CHAR;5
CODGEO;Code géographique;Code géographique;74112;Perrignier;CHAR;5
CODGEO;Code géographique;Code géographique;74113;Saint-Félix;CHAR;5
CODGEO;Code géographique;Code géographique;74114;Morzine;CHAR;5
CODGEO;Code géographique;Code géographique;74115;Douvaine;CHAR;5
CODGEO;Code géographique;Code géographique;74116;La Balme-de-Sillingy;CHAR;5
CODGEO;Code géographique;Code géographique;74117;Messery;CHAR;5
CODGEO;Code géographique;Code géographique;74201;Bons-en-Chablais;CHAR;5
CODGEO;Code géographique;Code géographique;74202;Veyrier-du-Lac;CHAR;5
CODGEO;Code géographique;Code géographique;74203;Viuz-en-Sallaz;CHAR;5
CODGEO;Code géographique;Code géographique;74204;Faverges-Seythenex;CHAR;5
CODGEO;Code géographique;Code géographique;74205;Thônes;CHAR;5
CODGEO;Code géographique;Code géographique;74206;Villaz;CHAR;5
CODGEO;Code géographique;Code géographique;74301;Chamonix-Mont-Blanc;CHAR;5
CODGEO;Code géographique;Code géographique;74302;Rumilly;CHAR;5
CODGEO;Code géographique;Code géographique;74501;Thonon-les-Bains;CHAR;5
CODGEO;Code géographique;Code géographique;74502;Cluses;CHAR;5
CODGEO;Code géographique;Code géographique;74601;Annecy;CHAR;5
CODGEO;Code géographique;Code géographique;76101;Ymare;CHAR;5
CODGEO;Code géographique;Code géographique;76102;Fauville-en-Caux;CHAR;5
CODGEO;Code géographique;Code géographique;76103;Criquetot-l'Esneval;CHAR;5
CODGEO;Code géographique;Code géographique;76104;Yerville;CHAR;5
CODGEO;Code géographique;Code géographique;76105;Rives-en-Seine;CHAR;5
CODGEO;Code géographique;Code géographique;76106;Houppeville;CHAR;5
CODGEO;Code géographique;Code géographique;76108;Longueville-sur-Scie;CHAR;5
CODGEO;Code géographique;Code géographique;76109;Arelaune-en-Seine;CHAR;5
CODGEO;Code géographique;Code géographique;76110;Criel-sur-Mer;CHAR;5
CODGEO;Code géographique;Code géographique;76111;Saint-Saëns;CHAR;5
CODGEO;Code géographique;Code géographique;76112;Goderville;CHAR;5
CODGEO;Code géographique;Code géographique;76113;Doudeville;CHAR;5
CODGEO;Code géographique;Code géographique;76114;Cany-Barville;CHAR;5
CODGEO;Code géographique;Code géographique;76115;Offranville;CHAR;5
CODGEO;Code géographique;Code géographique;76116;Luneray;CHAR;5
CODGEO;Code géographique;Code géographique;76117;Hautot-sur-Mer;CHAR;5
