CODGEO;NBMENFISC17;NBPERSMENFISC17;MED17;PIMP17;TP6017;TP60AGE117;TP60AGE217;TP60AGE317;TP60AGE417;TP60AGE517;TP60AGE617;TP60TOL117;TP60TOL217;PACT17;PTSA17;PCHO17;PBEN17;PPEN17;PPAT17;PPSOC17;PPFAM17;PPMINI17;PPLOGT17;PIMPOT17;D117;D917;RD17
33120;2035;5113;21160;48.4;9;;;;;;;;20.9;73.7;66.2;3.3;4.2;27.8;7.3;5.1;2.6;1.5;1;-13.9;13120;32780;2.5
33121;2163;4783;18950;39.2;16.4;;;19.6;;;;8.2;25.3;66.5;58;4.1;4.4;30;8.4;8.8;2.8;3.7;2.3;-13.7;10920;30690;2.8
33122;2243;4665;19560;43.7;15.7;;;22.7;;;;7.6;27.2;59.7;51;3.3;5.4;39.1;8.1;6.9;1.8;3.2;1.9;-13.8;11150;33060;3
33123;2093;5379;22780;55;8.2;;;;;;;6.9;;76.5;68.8;3.5;4.2;27.2;7.5;3.7;2.1;1.1;0.5;-14.9;13570;34650;2.6
33124;2244;5078;19870;42.7;16.4;;22.6;18.8;;;;10;31.4;67.9;58.7;3.7;5.5;30.9;9.2;6;2.3;2.3;1.4;-14;11160;33800;3
33201;2166;4719;17830;38.7;22.5;;31.4;30.5;21.7;;;9.9;36.2;62.8;54.5;4.5;3.8;34.7;7.3;8.6;2.7;3.7;2.2;-13.4;9860;29740;3
33202;2868;6265;17620;34.4;20;;20.9;28.1;;;;11.7;31.3;58;50.6;4.2;3.2;37.4;7.2;9.3;2.9;4;2.4;-11.9;10380;27930;2.7
33203;3302;6660;23170;58;9.4;;;;;;;6.2;16.6;56.2;48.1;3.3;4.8;46.5;11.2;2.8;1;1.1;0.7;-16.7;12900;38890;3
33204;2902;7534;22580;53.8;7.2;;;;;;;5;15.4;77.8;68.6;3.3;5.9;26.3;7.6;4;2.2;1.1;0.7;-15.7;13880;36700;2.6
33205;3934;10613;23170;56.8;6.5;;;;;;;5;13.8;84.9;76.5;3.3;5.1;20;6.3;4;2.5;0.9;0.6;-15.2;14250;35110;2.5
33206;3035;6501;17080;34.6;25.5;;32.4;30.7;26.7;;;13.6;39.1;59.6;50.8;3.9;4.9;32.4;9.3;11.4;2.9;5.4;3.1;-12.7;9530;29070;3
33207;3418;8774;22730;55.9;7.1;;;;;;;5;16;80;72.2;3;4.8;23.9;7.8;3.7;2;1.1;0.6;-15.4;13800;35580;2.6
33208;3715;8083;18550;39.7;19.9;;27.4;24.7;21.4;11.3;;11.9;31.5;57.5;46.8;3.9;6.8;39.5;8.3;8.2;2.5;3.6;2.1;-13.5;10500;30190;2.9
33209;4628;9731;23800;60.5;9.7;;;12.8;10.4;;;6.2;17.3;62.6;49.2;2.9;10.5;38.6;18.6;2.2;0.9;0.8;0.5;-22;12800;47600;3.7
33210;3947;10321;20000;41;12.1;;11.5;11.9;13.5;;;9.1;22.8;77.1;68.5;4.1;4.5;22.9;6;6.3;3.2;1.9;1.2;-12.3;12040;30490;2.5
33301;4701;10110;19620;44.5;17.1;28.8;20.9;17;16.8;12.8;;9.2;28.3;68.6;60;3.6;5;31.3;7.7;7.2;2;3.3;1.9;-14.8;10660;35540;3.3
33302;5259;11816;18350;37.8;18.3;29;22.4;23.7;17.4;11.3;;11;30.9;62;54.2;3.7;4.1;35.5;7.2;8.2;2.7;3.5;2;-12.9;10350;30090;2.9
33303;6408;13467;19490;43;15.9;24.2;18.9;20.9;14.8;9.4;;6.9;25.5;65;56.9;3.6;4.5;32.8;8.8;7.6;2.2;3.3;2.1;-14.2;10940;32900;3
33304;8252;19452;21880;54.3;8.4;;8.3;10.1;8.5;5.8;;5.2;15;72.8;65.6;3.6;3.6;31.6;6;4.3;2;1.4;0.9;-14.7;13260;34000;2.6
33305;9781;20279;24170;60.7;7.6;;;11.5;8.9;5;;5;15.4;57.2;47.6;3;6.6;46.2;12.6;2.6;0.9;1.1;0.6;-18.6;13660;42660;3.1
33306;9522;23231;21050;48.5;10.6;14.2;9.8;11.8;10.7;8.3;;6.6;18.9;78.3;70;3.6;4.7;23.8;6.5;5.4;2.4;1.8;1.2;-14;12500;33210;2.7
33401;16388;35249;19570;45.5;18.4;30.8;22.3;23;17.7;10.8;9.6;8.5;29.1;67.8;56.5;3.6;7.7;30.3;10.7;7.3;2.2;3.1;2;-16.1;10350;34850;3.4
33501;33351;69022;22850;58;10.1;16.7;13;13.5;12;5.7;5.9;5.3;18.3;59.4;48.9;3.3;7.2;42.7;14.1;3.2;1.1;1.3;0.8;-19.4;12650;41840;3.3
33701;405081;889561;22470;56.7;12.7;23.8;14.2;13.6;12;7.9;6.9;5;23;78.7;69.3;3.4;6;25.4;9.3;5.2;1.7;2;1.5;-18.6;11700;40410;3.5
34101;974;2168;19360;43.5;16.6;;;;;;;;;56;44.1;4.2;7.7;42.8;9.3;5.7;2.3;2;1.4;-13.8;10500;32550;3.1
34102;950;2596;25000;60.7;;;;;;;;;;80.8;72.6;3.2;5;24.4;8.9;3.4;1.9;1;0.5;-17.5;14060;40470;2.9
34103;1077;2652;22350;52.3;10.3;;;;;;;;;74.1;65.4;3.4;5.3;27.5;10.1;4.6;2.1;1.5;1;-16.3;12570;37390;3
34104;1061;2588;18780;41.5;17.4;;;;;;;13.5;26.7;65.1;52.3;3.6;9.2;33.3;9;6.7;2.9;2.3;1.5;-14.1;10670;31620;3
34106;1105;2535;20990;47.1;13.3;;;;;;;;;64.9;53.4;4;7.5;35.3;9.8;4.7;1.8;1.7;1.2;-14.7;11610;35450;3.1
34107;1420;3920;22670;53;11.6;;;;;;;8.4;;82.6;70.8;3.6;8.2;20.1;8.8;5.4;3;1.4;1;-16.9;11850;36740;3.1
34108;1049;2636;23250;56.4;;;;;;;;;;77.9;70.2;3.4;4.3;24.6;11.3;3.6;1.9;1.1;0.6;-17.4;13530;40000;3
34109;1139;2730;19900;44.5;16.8;;;;;;;11;30.5;64.7;51;3.9;9.8;34.4;10.6;5.5;2.1;2.1;1.3;-15.2;10760;33800;3.1
34110;1114;2482;19930;42;17.4;;;;;;;11.5;34.1;59.4;48.8;4;6.6;38.5;11.5;5.4;1.8;2.2;1.4;-14.8;10460;33150;3.2
34111;1345;3444;20020;43.6;12.8;;;;;;;8.9;;66.1;55.9;3.4;6.8;34.2;8.5;5.7;2.9;1.6;1.2;-14.5;11980;32350;2.7
34112;1290;3181;22150;52.8;10.2;;;;;;;;20.5;76.2;66.6;3.9;5.7;25;12.6;4;1.8;1.2;1;-17.8;12560;40480;3.2
34113;1228;2818;20770;43.5;12.9;;;;;;;;25.1;70.7;60.7;4.2;5.8;29;9.5;6;2.1;2.3;1.6;-15.2;11560;33170;2.9
34114;1299;3059;18970;38.5;18.1;;;;;;;11.9;32.6;64.6;54.9;3.6;6.1;32.1;9.3;6.9;2.6;2.6;1.7;-12.9;10590;31540;3
34115;1335;2965;18620;37.2;18.9;;;;;;;12.7;36.2;62.9;47.6;3.8;11.5;36.9;8.8;5.3;1.8;2.1;1.4;-13.9;10400;31550;3
34116;1440;3796;20570;44;12.4;;;;;;;8;25.9;77;66;3.6;7.4;23.1;8.3;5.9;2.8;1.9;1.2;-14.3;11810;33450;2.8
34117;1378;3049;19480;40.5;18.4;;;;;;;12.1;31.5;65.3;53.6;3.7;8;33.2;9.2;6.1;2.1;2.4;1.6;-13.8;10410;30930;3
34118;1352;3353;25060;63.9;8.1;;;;;;;;;82.6;68.7;3.1;10.8;24.2;10.5;3.1;1.4;1.1;0.6;-20.4;13680;43840;3.2
34119;1502;3430;19320;41.5;16.3;;;;;;;10.9;29.9;63.8;53.7;4.5;5.6;34.9;8.1;6.5;2.4;2.5;1.6;-13.3;10530;31560;3
34120;1484;3928;23680;58.5;8.6;;;;;;;;21.8;82.1;74.9;3.2;4;23.1;8.1;4.1;2.2;1.1;0.8;-17.4;13320;40340;3
34121;1579;3423;20440;46.9;16.1;;;;;;;10;28.1;54.7;44.6;3.9;6.2;44.5;10.5;5.3;1.8;2.3;1.2;-15;10530;34940;3.3
34122;1683;3970;18640;35.9;18;;;;;;;11.1;32.4;60.7;52;4.2;4.5;36.7;7.4;8.1;3.1;3.1;1.9;-12.9;10840;29310;2.7
34123;1722;3892;19210;40.2;16.3;;;;;;;11;29.4;63.7;52.7;4.3;6.7;35.1;9.3;6.2;2.5;2.2;1.5;-14.3;10620;31960;3
34124;1795;4321;16800;33.9;28;;31.6;40;28.7;;;19.9;42;57;46.7;4.6;5.7;37.4;8.5;9.7;3.5;3.7;2.5;-12.6;9180;29530;3.2
34125;1642;4025;20090;46.9;14;;;;;;;10.4;25.8;66.8;57.5;3.6;5.7;34.7;7.3;5.4;2.5;1.8;1.1;-14.2;11560;33160;2.9
34126;1717;4494;20070;43.9;14.6;;;;;;;10.7;27.2;73.9;63.3;4;6.6;27.2;7.4;6;3;1.8;1.2;-14.5;11380;33430;2.9
34127;1860;4789;25440;63.9;7.2;;;;;;;;;80.4;72.4;3.3;4.7;25.7;9.4;3;1.6;0.8;0.6;-18.5;14080;44150;3.1
34128;2105;5136;19370;39.7;17.6;;21;18.1;;;;11;34;70.3;59.4;3.8;7.1;29.4;8.1;6.7;2.9;2.3;1.5;-14.5;10610;31700;3
34129;2065;4973;18530;40.8;17.8;;20.4;19.9;;;;10.1;33.5;66.9;56.4;3.8;6.7;29.8;9.6;7.6;3.1;2.7;1.8;-13.9;10300;29780;2.9
34130;2227;5091;18830;39.5;18;;;20.8;20.2;;;11.4;32.9;60.1;49.9;3.5;6.7;37.3;10.1;6.7;2.4;2.7;1.6;-14.2;10700;31440;2.9
34131;1845;4882;22600;57.3;9.5;;;;;;;;21.4;79.2;70.1;3.3;5.8;24.5;8.5;4.6;2.3;1.3;1;-16.8;12910;37310;2.9
34132;2431;6026;19760;41.1;15.1;;;17;;;;9.9;27.8;73.8;64.3;4.4;5.1;26.1;7.3;7.2;3.3;2.3;1.6;-14.4;11150;32120;2.9
34201;2500;6189;19400;39.2;16.5;;;18.6;;;;9.7;28.6;71.3;62.5;4.2;4.6;25.9;8.5;7.9;3.1;2.9;1.9;-13.6;10780;31280;2.9
34202;2147;5240;23310;59.8;9.6;;;;;;;;16.9;75.6;62.9;3.3;9.4;29.9;10.6;4;1.9;1.2;0.9;-20.1;12830;41410;3.2
34203;2657;5844;17950;41.1;23;;27.9;30.9;29.1;13.7;;14.4;35.8;52.8;41.7;4.8;6.3;41.9;12.5;7.4;2.4;3.1;1.9;-14.6;9780;31650;3.2
34204;2534;6160;23430;59.3;8.7;;;;;;;5.7;15.2;76.1;67.2;3.1;5.8;28.6;10.6;3.5;1.6;1.1;0.8;-18.8;13110;41340;3.2
34205;2842;6523;21630;52;10.6;;;13.6;;;;7.6;17.7;73.4;63.1;3.9;6.4;28.3;9.6;4.4;1.8;1.7;0.9;-15.7;12450;35220;2.8
34206;4009;6869;20500;50.8;15.7;;;18.6;21.4;;;7.6;23.3;58.4;48.6;3.8;6;42;12.6;4.8;1;2.4;1.4;-17.8;11070;37510;3.4
34207;2835;7097;22410;55.3;9.5;;;;;;;5.6;20.1;78;67.3;3.2;7.5;26.2;8.4;4.6;2.2;1.5;0.9;-17.2;12830;37860;3
34208;3338;7814;18310;36.5;19.8;;21.6;22.8;20.6;15.6;;13.3;33.5;65.5;54.6;4.7;6.2;31.4;8.9;7.6;2.7;3;1.9;-13.4;10030;30250;3
34209;3554;7473;18070;36.1;22;;27.3;27.3;24.2;16.2;;12.5;36.7;56.6;44.6;4;8;39.5;9.5;8.2;2.5;3.4;2.3;-13.8;9790;31520;3.2
34210;4081;8314;18690;41.8;20.8;;27.1;32.7;22.3;14;;13.8;32.4;49.1;37.1;4.4;7.6;47.7;12.6;6.4;1.8;2.9;1.7;-15.8;9760;33270;3.4
34211;3667;9538;21270;50.1;13.2;;14.4;13.3;14.6;;;7.5;26.6;77.4;67.9;3.8;5.7;24.7;8.1;5.8;2.5;2.1;1.2;-16;11580;34380;3
34212;4255;10376;22700;55.8;9.9;;9.1;10.9;10.2;;;5.4;18.3;79.7;69.9;3.7;6.1;24.3;10.6;4.1;1.9;1.3;0.9;-18.7;12720;39590;3.1
34213;4825;10621;18010;36.7;22.5;35.8;30.7;26;21.4;13.8;;11.1;35.9;61.6;51.1;4.5;6;33.6;9.9;9.5;3;3.8;2.7;-14.6;10020;32220;3.2
34214;4625;9977;17030;33.6;26.2;;30.9;30.9;30.9;19.3;;14.4;41.2;57;46.4;3.9;6.7;37.1;8.6;10.5;3;4.6;2.9;-13.2;9230;30360;3.3
34215;4648;9955;17420;36.2;25.9;40.3;28.8;29.6;27.7;19.6;18.9;13.9;38.7;59.2;47.2;4.2;7.8;35.3;11.2;9.5;2.5;4.3;2.7;-15.2;9130;32760;3.6
34301;5237;11477;19380;43.9;17.5;;22.7;20.3;23.7;10;;11.1;27.6;56.2;47;3.5;5.7;42.9;10;5.9;2;2.4;1.5;-15;10510;33810;3.2
34302;5931;11790;18470;38.5;20.6;;26.7;29;23;13;12.3;12.7;34.3;52.9;43;3.2;6.7;42.1;11;8.2;2.1;3.9;2.2;-14.2;9950;31000;3.1
34303;8529;17881;19920;45.9;16.4;;22.9;22.3;19.6;9.9;10.6;9.8;28.9;52.3;42.7;3.8;5.8;46.4;11.3;5.4;1.8;2.2;1.4;-15.4;10880;33640;3.1
34304;8610;18127;22610;56;11.4;;11.2;13.3;13.4;7.7;;5.7;20.7;71.2;61.4;3.4;6.4;31.7;11.9;3.7;1.4;1.4;0.9;-18.5;12100;39030;3.2
34401;15803;30711;18800;42.8;21.2;39.4;29.4;29.3;25.3;12.7;9.7;10.5;34.5;49.6;38.8;4.7;6.1;45.4;13.9;7.3;1.7;3.5;2.1;-16.2;9870;33790;3.4
34501;42813;91624;16470;35.2;31.4;44.5;40.8;38.6;31.1;22.2;14.6;12.5;47.5;58.1;46.5;3.9;7.7;34.2;10.5;12.1;3.2;5.4;3.5;-14.9;8540;31960;3.7
34502;43434;92135;19350;43.9;18.9;27.9;23.7;23.2;20.6;13.3;10.3;8.7;31.9;62.1;52;3.8;6.3;36.9;10.1;7.1;2.1;3.1;1.9;-16.2;10210;33930;3.3
34701;182411;390656;20610;51.4;19.5;30.8;21.2;22.8;19.3;13.7;9.8;6.8;31.9;73.9;62.6;3.8;7.5;27.4;10.3;7;2.1;2.8;2.1;-18.6;9970;40070;4
35101;1026;2593;19590;41.8;8.3;;;;;;;;;70;59.7;3.6;6.7;29;7.1;5.9;3.4;1.5;1;-12;13300;29180;2.2
35102;1043;2417;20170;45.3;11.8;;;;;;;10.5;;66.9;57.9;2.9;6.1;34.3;7.6;4.6;2.2;1.5;0.9;-13.4;12160;31890;2.6
35103;994;2795;21440;50.3;;;;;;;;;;87.3;80.2;2.5;4.6;17.5;5.9;4.7;3.1;0.9;0.7;-15.4;14490;32110;2.2
35104;1312;3202;22830;56.5;7.1;;;;;;;;;79.4;72.6;2.4;4.4;24.3;7.4;5;2.4;1.5;1.1;-16.1;13960;36450;2.6
35105;1175;2703;22820;55.6;;;;;;;;;;67.4;60;3;4.4;35.7;9.7;3.1;1.4;0.9;0.8;-15.9;13960;37180;2.7
35106;2020;4873;19890;40.5;9.6;;;;;;;;20.3;69.4;61.9;2.6;4.9;30.1;7.3;6.1;3.1;1.7;1.3;-12.9;12770;29870;2.3
35107;1276;3295;22050;54.7;7.4;;;;;;;;;82.6;75.1;2.7;4.8;21.2;6.6;4.9;2.7;1.3;0.9;-15.3;13530;33740;2.5
35108;1533;3880;21500;48.7;7.4;;;;;;;;;78.8;72.2;2.5;4.1;23.2;7.2;5;2.8;1.3;0.9;-14.2;13690;32150;2.3
35109;1583;4320;22480;54.9;6.1;;;;;;;;;87.6;81.2;2.4;4;17.1;5.9;4.8;2.9;1.1;0.8;-15.4;14240;34350;2.4
35110;1474;3563;21500;46.7;9.3;;;;;;;;;76.4;68.7;2.9;4.8;24.4;7.4;6;2.9;2;1.1;-14.2;13050;32540;2.5
35111;1410;3870;21300;47.1;6.9;;;;;;;;;79.2;71.7;2.7;4.8;21.5;7.3;5.2;3.4;1;0.8;-13.2;13990;31770;2.3
35112;1501;3955;22050;50.8;6.8;;;;;;;;;80.1;72.4;2.6;5.1;21.3;9.1;4.7;2.8;1.1;0.8;-15.2;13990;33430;2.4
35113;1464;3711;21720;55.4;7;;;;;;;;;75.7;70.7;2.1;2.9;27.8;6.4;4.3;2.5;1;0.8;-14.2;14210;32210;2.3
35114;1462;3781;23800;60.9;;;;;;;;;;84.1;78.7;2.2;3.2;20.6;7.5;3.4;2.2;0.7;0.5;-15.6;15040;35260;2.3
35115;1833;4328;21320;52.3;7.5;;;;;;;;;72.8;62.2;3;7.6;26.9;12.6;3.9;2.2;1;0.7;-16.2;13490;34470;2.6
35116;1696;3938;20460;43.9;9;;;;;;;;;69.1;61.5;2.9;4.7;29.1;10.1;5.2;2.8;1.3;1.1;-13.5;12990;31760;2.4
35117;1976;4915;23090;57.8;6.3;;;;;;;;15.8;79;71.7;2.7;4.6;25.4;7.9;4.8;2.5;1.3;1;-17.1;14100;36120;2.6
35118;1851;4756;23660;61.3;7.8;;;;;;;;21.4;82;74.3;2.4;5.3;23.6;7.6;4.6;2.3;1.3;1;-17.8;13460;39340;2.9
35119;2053;5309;22870;56.1;6.3;;;;;;;;16.3;86.6;79.7;2.6;4.3;17.6;6.5;4.9;2.8;1.2;0.9;-15.6;13990;35240;2.5
35120;1917;4948;22070;53.7;7.9;;;;;;;;21.4;81.4;75.3;2.8;3.3;22.3;7;5.3;2.7;1.5;1.1;-16;13560;34990;2.6
35121;1367;3422;21450;49.2;7.7;;;;;;;;;80.4;71.3;2.3;6.8;21.7;7.8;5.1;2.9;1.2;1;-15;13380;32590;2.4
35122;1698;4182;22400;57;7.6;;;;;;;;22.3;75.7;70.7;2.6;2.4;29.1;6.9;4.5;2.3;1.2;1;-16.2;13630;34580;2.5
35123;1664;4308;22690;53.6;5.6;;;;;;;;;81.3;74.1;2.5;4.7;21.1;9;4.2;2.5;1;0.7;-15.6;14460;34710;2.4
35124;1527;3276;18960;36.1;12.2;;;;;;;;25.9;58.2;49.2;2.4;6.6;38.8;8.9;6.1;2.6;2.2;1.3;-12;11960;28560;2.4
35125;1675;4346;21980;52.7;7.4;;;;;;;;;81.4;75.9;2.3;3.2;21.9;7.1;4.6;2.8;1;0.8;-15;13920;33120;2.4
35126;1767;4550;21190;47.5;6.4;;;;;;;;;77.3;68.5;2.5;6.3;23;10.3;4.5;2.8;0.9;0.8;-15.1;13940;33340;2.4
35127;1882;5012;24760;65.4;;;;;;;;;;90.3;83.1;2.6;4.6;17.1;7;3.2;2.1;0.6;0.5;-17.6;15510;39120;2.5
35128;1993;5273;24240;60.6;5;;;;;;;;;82.7;76.6;2.2;3.9;23.8;7.2;3.3;2;0.7;0.6;-17;15520;38930;2.5
35130;2452;6325;22100;53.9;5.9;;;;;;;;;83.2;76.6;2.6;4;20;7.5;4.5;2.7;1.1;0.7;-15.2;14400;33960;2.4
35131;2561;5281;19680;39.1;13.2;;;15;;;;;25;62.7;53.5;2.9;6.3;34.2;9.5;7.5;2.4;3.1;2;-13.9;11770;32660;2.8
35132;2490;6005;23750;62.7;5;;;;;;;;12.1;82.4;76.2;2.3;3.9;22.3;8.8;3.4;1.8;0.9;0.7;-16.9;15160;37320;2.5
35201;2422;6105;20290;43.4;8;;;;;;;5;20.9;73.5;65.2;2.5;5.8;26.3;7.5;5.9;3.3;1.5;1.1;-13.2;13360;30270;2.3
35202;2350;5362;19840;44.8;12.2;;;14.9;;;;6.2;25.3;68.6;60.9;3;4.7;30.7;7.9;5.9;2.9;1.7;1.3;-13.1;12110;29630;2.4
35203;2535;5154;22870;55.1;8.9;;;;;;;;19.3;53.6;43.2;2.7;7.7;45.4;15;3.1;1.1;1.2;0.8;-17.1;13110;39950;3
35204;2328;5193;19170;39.6;10.9;;;;;;;5.6;24.6;62.2;53.9;2.2;6.1;34.9;10.5;5.4;2.5;1.7;1.2;-13;12450;31000;2.5
35205;2553;5751;20270;45.4;11.8;;;13.8;;;;6.1;25.3;65.6;58;2.6;5;34;9;5.6;2.5;1.8;1.3;-14.2;12200;33190;2.7
35206;2759;6974;23560;61.3;6.9;;;;;;;;19.2;82.5;76.3;2.5;3.7;22.8;7.6;4.3;2.2;1.2;0.9;-17.2;14080;39210;2.8
35207;3026;7114;19820;41.2;11.4;;13.7;11.2;;;;8.2;23;71.5;63.4;3.2;4.9;28.4;7.3;5.8;3;1.7;1.1;-13;12330;30060;2.4
35208;2778;6732;22510;55.1;7.1;;;;;;;;20.7;74.1;67.6;2.4;4.1;28.7;8.7;4.6;2.3;1.3;1;-16.1;13910;35370;2.5
35209;3019;7828;22420;54.7;5.8;;;;;;;5;13.6;84.1;76.5;2.5;5.1;19.5;7.1;4.1;2.7;0.8;0.6;-14.8;14580;34020;2.3
35210;3093;7897;23530;59.8;5.2;;;;;;;;15.4;81.3;75;2.1;4.2;23.8;7.5;4;2.4;0.9;0.7;-16.6;14880;36620;2.5
35211;3309;7480;22140;54.9;7;;;;;;;;16.7;73.7;66.7;2.6;4.4;29.1;8.8;4.6;1.9;1.6;1.1;-16.2;13790;36050;2.6
35212;3034;7300;20730;46;8.9;;;9;;;;5;18.7;76.3;66.8;2.8;6.7;25.1;7.3;5.9;2.8;1.8;1.3;-14.6;13080;32010;2.4
35213;3401;8680;22770;56.6;6.9;;;8.2;;;;5;20.4;81.5;75.1;2.5;3.9;22.6;7.5;4.4;2.5;1;0.9;-16;14080;34910;2.5
35214;3555;9268;22520;56;5.3;;;;;;;5;12.7;86.5;80.3;2.7;3.5;17.3;7;4.5;2.8;0.9;0.8;-15.3;14360;34070;2.4
35215;3371;8219;21090;47.8;7.1;;;;;;;5;15.2;76.5;68.9;2.6;5;25.2;8;4.9;2.6;1.3;1;-14.6;13680;32950;2.4
35216;3152;7841;24130;63.1;6.1;;;;;;;;18.7;80.9;73.7;2.3;4.9;25.6;8.5;3.5;1.7;1;0.8;-18.5;14780;38940;2.6
35217;2383;5797;21370;49.4;7.7;;;;;;;;17.6;74.9;67.7;2.4;4.8;26.2;8.5;5;2.6;1.4;1;-14.6;13630;33640;2.5
35301;5772;14254;24680;62.9;5.5;;;6.3;;;;;15.3;81.9;74.6;2.6;4.7;24.5;8.1;3.9;2;1.1;0.8;-18.4;14920;40790;2.7
35302;8208;18257;21340;50;9.7;17.4;11.4;10.9;9.8;;;5;19.9;73.9;66.7;2.7;4.5;26.9;9.8;5.4;2.2;1.8;1.4;-16;12740;36540;2.9
35303;8318;19855;22500;57.5;8.7;18.3;11.9;9.7;7.5;;;5;20.3;77.1;70.8;2.9;3.4;27.2;7.7;5;2.3;1.5;1.2;-17;13180;37040;2.8
35306;5213;14025;24160;63.2;5;;;5;;;;5;12.7;88.1;81;2.6;4.5;18.5;6.6;3.7;2.3;0.8;0.6;-16.9;15100;37640;2.5
35401;12505;25921;19780;43.3;13.7;25.9;19.4;17.5;11.5;7.2;6.5;5;28.1;65.5;58.1;2.9;4.5;33.9;8.8;6.5;2.2;2.5;1.8;-14.7;11540;33040;2.9
35402;24015;45640;21360;51.5;12.1;21.5;18.4;16.3;13.1;7.1;5;5;22.6;57.5;48.2;3;6.3;41.6;13.7;5;1.3;2.2;1.5;-17.8;12050;40980;3.4
35701;139758;292606;22170;55.2;14.9;28.9;18.4;16.4;12;7.3;5;5;28.6;77.7;69.1;3.1;5.5;25.6;9.7;6.1;1.9;2.3;1.9;-19.1;10990;40870;3.7
36101;1213;2552;19490;38.7;13.9;;;;;;;;28.3;63.2;55;3;5.2;34.5;9.6;5.6;2;2.2;1.4;-12.9;11130;30640;2.8
36102;1110;2122;19310;41.9;13.7;;;;;;;;;49.9;44.3;2.6;3;50;8.6;4.9;1.4;2.2;1.3;-13.4;11690;31800;2.7
36103;1189;2654;19750;41.6;13.3;;;;;;;;28.1;68.1;61.7;3.1;3.3;32;7.9;5.6;2.4;1.9;1.3;-13.6;11980;29910;2.5
36104;1295;2604;19920;45.1;11.1;;;;;;;;;53.7;46.3;2.1;5.3;46;7.8;5.2;2;2;1.2;-12.7;12450;30100;2.4
36105;1154;2336;18390;38;16;;;;;;;;;52.3;45;2.9;4.4;45;7.9;7.2;2.4;3.3;1.5;-12.4;11220;30020;2.7
36106;1325;2718;19930;43.4;12.3;;;;;;;;;62;54.5;2.6;4.9;35.7;10.6;5.4;1.9;2.2;1.3;-13.7;12040;30210;2.5
36107;1186;2222;18330;38.1;15.3;;;;;;;;;47.4;40.3;2.6;4.5;49.7;10.3;5.3;1.3;2.5;1.5;-12.7;11010;30160;2.7
36108;1675;3867;21230;51.8;7.4;;;;;;;;;69.7;62.7;2.6;4.4;32;9.2;4.1;1.9;1.4;0.8;-15;13790;32570;2.4
36109;2086;4311;19260;37.4;13.5;;;;;;;7.2;28.5;61.1;53.4;2.6;5.1;38.4;7.1;6.1;2;2.5;1.6;-12.7;11580;30440;2.6
36201;2993;5889;18720;38.9;16.4;;26;21.3;;;;7.5;29.1;53.7;45.9;2.2;5.6;44.4;7.7;7.7;2.1;3.6;2;-13.5;10950;31330;2.9
36202;3336;6432;19550;42.8;14;;;19;;;;7.6;26.6;53.6;45.3;2.8;5.5;44.3;10.2;5.8;1.6;2.5;1.7;-13.9;11410;32340;2.8
36203;4109;8108;19420;43;15.5;;22.7;19.4;16;10.2;;8.5;30.9;58.1;49.2;2.9;6;41.5;8.6;5.9;1.7;2.7;1.5;-14.1;11480;32980;2.9
36301;5562;10902;19270;43.9;16.2;30.9;21.7;21.3;15.7;9.4;;6.8;29.5;61.2;54.3;3.1;3.8;37.6;8.6;7;1.9;3.1;2;-14.4;10780;31310;2.9
36501;28433;58351;19970;48.2;16;30.8;22.5;19.9;14.7;8.7;6.5;5;31.2;64.6;57.5;3;4.1;35.5;8.1;7.2;2.2;3;2;-15.4;10930;33540;3.1
37101;1111;2173;17900;32;20.7;;;;;;;;40.7;48.1;40.1;3.5;4.5;47.8;9.3;7;2;2.9;2.1;-12.2;10310;30380;2.9
37102;1177;2704;19210;40;12.6;;;;;;;;;68.9;60.7;2.7;5.5;30.3;8.3;5.7;2.5;2;1.2;-13.2;11980;31010;2.6
37103;1270;3342;25310;68.5;;;;;;;;;;80.6;70.2;2.3;8.1;26.7;8.7;2.3;1.5;0.4;0.4;-18.3;15890;42290;2.7
37104;1542;3989;22550;55.2;5.4;;;;;;;;;80;74;2.8;3.2;25.1;6.7;3.3;2.1;0.7;0.5;-15.1;14840;35400;2.4
37105;1354;3556;23270;62;;;;;;;;;;78.4;73.6;2.5;2.3;27.9;5.2;3.5;2.1;0.8;0.6;-15;15290;34930;2.3
37106;1696;4481;22280;56.9;6.5;;;;;;;;;82.8;76.2;2.5;4.1;21.8;8;3.6;2.4;0.7;0.5;-16.2;14340;35090;2.4
37107;1703;4573;23760;65.1;;;;;;;;;;81.2;75.3;2.6;3.3;26.2;6.5;3.2;2.1;0.7;0.4;-17.1;15400;37590;2.4
37108;2040;4604;19900;41.3;11.6;;;;;;;;24;70.1;64.1;3.3;2.7;30.6;6.5;6;2.5;2;1.5;-13.2;12230;31560;2.6
37109;1856;3984;19680;41.6;13.1;;;;;;;;26.2;62.5;54.8;2.6;5.1;37.3;7.8;5.9;2.2;2.3;1.4;-13.5;11900;30090;2.5
37110;2107;5365;21260;49.7;8.2;;;;;;;;19.9;80.8;73.5;2.8;4.5;22.8;5.7;5.2;2.7;1.5;1;-14.5;13390;33670;2.5
37111;2012;4594;22260;56.3;8.3;;;;;;;;17.5;67.2;60.9;2.5;3.8;36.5;6.8;4.5;1.8;1.7;1;-15;13350;36540;2.7
