bureau vote;nom bureau vote;circonscription;inscrits;abstentions;votants_urne;votants_emarg;blancs;nuls;exprimes;Emmanuel Macron;Marine Le Pen;Geo Shape;geo_point_2d
501;LYCEE JOACHIM DU BELLAY;01;916;395;521;521;44;9;468;347;121;"{""coordinates"": [[[-0.5454409787252871, 47.47381196018658], [-0.5438532141059664, 47.473251305738295], [-0.5427161734765302, 47.47259666543443], [-0.5411945526225485, 47.47221231758958], [-0.5411570083728966, 47.47222283330482], [-0.5408889319854511, 47.47233694274875], [-0.5390261899699621, 47.47331714975774], [-0.5382652861373628, 47.47371224700716], [-0.5420007371140535, 47.4735074079355], [-0.5415337071415834, 47.47424233008841], [-0.542442105849221, 47.47486554964277], [-0.5430552309559702, 47.47537833897636], [-0.5461469962888803, 47.476631252669236], [-0.5471096650669064, 47.47687270830996], [-0.5487493901478007, 47.475282443925025], [-0.5472043261891065, 47.47459887552486], [-0.5454409787252871, 47.47381196018658]]], ""type"": ""Polygon""}";47.47451249736149, -0.5442006344624141
502;LYCEE JOACHIM DU BELLAY;01;1313;318;995;995;50;28;917;751;166;"{""coordinates"": [[[-0.5539111710519493, 47.47755345454319], [-0.5487493901478007, 47.475282443925025], [-0.5471096650669064, 47.47687270830996], [-0.5460909090119458, 47.47790084146236], [-0.5436853970564042, 47.48027369762327], [-0.5420084423734292, 47.47938223998863], [-0.5417200997998582, 47.47953748995011], [-0.5402382169754372, 47.480054382231934], [-0.5401963755149148, 47.48007025152364], [-0.5393384227836852, 47.48027411007014], [-0.5390304764339968, 47.48034270450151], [-0.5371541445946075, 47.48084670202523], [-0.5370674634568955, 47.48092517099386], [-0.5356894870657156, 47.48231311048444], [-0.5348043663918588, 47.48346786932468], [-0.5332613772883705, 47.485577273873865], [-0.5332954508929876, 47.48562818454254], [-0.5351382687856983, 47.48615741248947], [-0.5375712641622937, 47.48648476441519], [-0.5392230685568203, 47.48697304892555], [-0.5455945464094124, 47.48885855281788], [-0.545925871282568, 47.489071591867535], [-0.5460521896143994, 47.48894417801637], [-0.5461197480041543, 47.488877724784565], [-0.5462804986647943, 47.48871494800039], [-0.5465814262539228, 47.4883578808984], [-0.5467235410810727, 47.48814687359944], [-0.5469882923279081, 47.48775345918213], [-0.5472378017802199, 47.48738446294092], [-0.5473004396401695, 47.48729015734606], [-0.5473939011813472, 47.48715222567116], [-0.5474462829113186, 47.48708731814037], [-0.5474933290893862, 47.48703599053369], [-0.5475686473206194, 47.48692472777379], [-0.5477507957373398, 47.4865556381928], [-0.5479201297543258, 47.486316780646575], [-0.5479618373311796, 47.48622933037269], [-0.548036945701862, 47.486071252456156], [-0.5480620250733249, 47.486033115065844], [-0.5481925571024382, 47.48583182551173], [-0.5484921386415185, 47.48552458613181], [-0.5486455319699691, 47.48536725377136], [-0.5489611082375202, 47.484977494278695], [-0.5491252377506598, 47.48477418051952], [-0.5493078590211252, 47.484527618789876], [-0.5493983417742768, 47.48441480797798], [-0.5495950949483396, 47.48417303373182], [-0.5498077085431788, 47.48387053418167], [-0.5500186629435749, 47.48356709468906], [-0.550294037644774, 47.48317235365012], [-0.5503350448532406, 47.48305268909348], [-0.5503513940434255, 47.48295359159225], [-0.5504767751038803, 47.48272121288768], [-0.5507042092897321, 47.48243392270137], [-0.5508454616932249, 47.4822561605983], [-0.5510164277851711, 47.482040117579096], [-0.5511669538109044, 47.48179453903995], [-0.5512119804877645, 47.481734987899976], [-0.5512638047758075, 47.4816638825257], [-0.5512851336246016, 47.4816154148163], [-0.5513088974898951, 47.48155966893295], [-0.5512312986532254, 47.481497675860886], [-0.5510178411787863, 47.48128309891733], [-0.551050675833115, 47.48124778360784], [-0.5511262544331529, 47.48123195337946], [-0.5511718426026103, 47.481204619672425], [-0.5511996894542204, 47.48116225440856], [-0.5512941156554669, 47.48113233831048], [-0.5514252546912086, 47.48112308304135], [-0.5515585463171244, 47.48110034529554], [-0.551623454156071, 47.48104018251293], [-0.5516535160913655, 47.48096344333409], [-0.5517006880958424, 47.480890319801006], [-0.5517822245745807, 47.48082658408437], [-0.5518462324846232, 47.48073115270876], [-0.5518510730404625, 47.48071020432526], [-0.5518711588334058, 47.48062134622787], [-0.5518706055730576, 47.4806130794603], [-0.551868382841395, 47.48051239179326], [-0.5518952541622286, 47.48040981880487], [-0.5519410425994963, 47.480361679088645], [-0.5520171024393083, 47.48023994502828], [-0.5520916979148931, 47.480118165904614], [-0.5521677570606299, 47.47999643173559], [-0.5522147163375822, 47.47987451214874], [-0.552249124601369, 47.47960873264259], [-0.5523024588147829, 47.47942331792831], [-0.552371857646216, 47.47931520457551], [-0.5524441732323138, 47.47925067142454], [-0.5525223854223187, 47.47925240723186], [-0.5525582071285058, 47.47926174999014], [-0.5526826746640703, 47.47906163091349], [-0.5539111710519493, 47.47755345454319]]], ""type"": ""Polygon""}";47.48259679453596, -0.5441836494774711
503;ECOLE MATERNELLE MARIE TALET;01;1197;333;864;864;63;20;781;622;159;"{""coordinates"": [[[-0.5415337071415834, 47.47424233008841], [-0.5420007371140535, 47.4735074079355], [-0.5382652861373628, 47.47371224700716], [-0.5392498108494251, 47.474856473813546], [-0.5408147800646903, 47.47666612434602], [-0.5409571074661125, 47.47691828583259], [-0.5418859378002634, 47.4772719322946], [-0.5423174883873584, 47.477427881130595], [-0.5435786058943811, 47.478192891584285], [-0.5440274763553529, 47.47764337342842], [-0.5442042890174548, 47.47724023635844], [-0.5460909090119458, 47.47790084146236], [-0.5471096650669064, 47.47687270830996], [-0.5461469962888803, 47.476631252669236], [-0.5430552309559702, 47.47537833897636], [-0.542442105849221, 47.47486554964277], [-0.5415337071415834, 47.47424233008841]]], ""type"": ""Polygon""}";47.47587644809701, -0.5423664204569871
504;ECOLE MATERNELLE MARIE TALET;01;1092;343;749;749;62;10;677;533;144;"{""coordinates"": [[[-0.5442042890174548, 47.47724023635844], [-0.5440274763553529, 47.47764337342842], [-0.5435786058943811, 47.478192891584285], [-0.5423174883873584, 47.477427881130595], [-0.5418859378002634, 47.4772719322946], [-0.5409571074661125, 47.47691828583259], [-0.5408147800646903, 47.47666612434602], [-0.5392498108494251, 47.474856473813546], [-0.5383772094988051, 47.47608048659119], [-0.5393058087161404, 47.47638535798721], [-0.5387870444689578, 47.47710420416739], [-0.5390819640321359, 47.47737032963407], [-0.5399769071435371, 47.47774366823454], [-0.5380459555909237, 47.47935937703933], [-0.5383826050507787, 47.47951419638536], [-0.5391475880553388, 47.480123108281354], [-0.5393384227836852, 47.48027411007014], [-0.5401963755149148, 47.48007025152364], [-0.5402382169754372, 47.480054382231934], [-0.5417200997998582, 47.47953748995011], [-0.5420084423734292, 47.47938223998863], [-0.5436853970564042, 47.48027369762327], [-0.5460909090119458, 47.47790084146236], [-0.5442042890174548, 47.47724023635844]]], ""type"": ""Polygon""}";47.47824853264223, -0.5415196137805923
505;ENSEMBLE JEAN MACE;01;1286;384;902;902;65;14;823;665;158;"{""coordinates"": [[[-0.5304986968551455, 47.47778154985002], [-0.5334608414100234, 47.478011851143485], [-0.5380459555909237, 47.47935937703933], [-0.5399769071435371, 47.47774366823454], [-0.5390819640321359, 47.47737032963407], [-0.5387870444689578, 47.47710420416739], [-0.5393058087161404, 47.47638535798721], [-0.5383772094988051, 47.47608048659119], [-0.5392498108494251, 47.474856473813546], [-0.5382652861373628, 47.47371224700716], [-0.534670902139002, 47.475599012967606], [-0.5304986968551455, 47.47778154985002]]], ""type"": ""Polygon""}";47.47684233604054, -0.5362547072995734
506;ENSEMBLE JEAN MACE;01;1471;333;1138;1138;71;15;1052;877;175;"{""coordinates"": [[[-0.5266905581686516, 47.47977947952463], [-0.5277435694108114, 47.48008991796611], [-0.5299913555035207, 47.4807927821521], [-0.5301709698800922, 47.48086931806322], [-0.5317191075005092, 47.48134637576673], [-0.5321526259937831, 47.48141613391415], [-0.5321588336878651, 47.48150940565483], [-0.5316261130240776, 47.48185902650434], [-0.5308705026986428, 47.482474054450314], [-0.5307050076449421, 47.482633802909966], [-0.530781335755535, 47.48267504867379], [-0.5312406061557088, 47.48285621302123], [-0.5319496214088364, 47.48308376188934], [-0.5348043663918588, 47.48346786932468], [-0.5356894870657156, 47.48231311048444], [-0.5370674634568955, 47.48092517099386], [-0.5371541445946075, 47.48084670202523], [-0.5390304764339968, 47.48034270450151], [-0.5393384227836852, 47.48027411007014], [-0.5391475880553388, 47.480123108281354], [-0.5383826050507787, 47.47951419638536], [-0.5380459555909237, 47.47935937703933], [-0.5334608414100234, 47.478011851143485], [-0.5304986968551455, 47.47778154985002], [-0.5281865311417321, 47.478965382486315], [-0.5266905581686516, 47.47977947952463]]], ""type"": ""Polygon""}";47.4802919022581, -0.5331407726438253
507;ECOLE PRIMAIRE ANNIE FRATELLINI;01;985;232;753;753;54;10;689;581;108;"{""coordinates"": [[[-0.5338591919033381, 47.47139817139759], [-0.532284036607674, 47.47415100273087], [-0.5341073676213473, 47.47486442503379], [-0.534670902139002, 47.475599012967606], [-0.5382652861373628, 47.47371224700716], [-0.5390261899699621, 47.47331714975774], [-0.5408889319854511, 47.47233694274875], [-0.5411570083728966, 47.47222283330482], [-0.5411945526225485, 47.47221231758958], [-0.5404059268871277, 47.471938466913365], [-0.5391800135305087, 47.47178813576257], [-0.5356954872357869, 47.47171319102085], [-0.5338591919033381, 47.47139817139759]]], ""type"": ""Polygon""}";47.473153601450626, -0.5360366319190857
508;ECOLE PRIMAIRE ANNIE FRATELLINI;01;931;376;555;555;32;22;501;361;140;"{""coordinates"": [[[-0.5319215570045646, 47.468851240321776], [-0.5312190387413588, 47.47111392398018], [-0.5300016758403752, 47.4732580009353], [-0.529177775495562, 47.47470789164393], [-0.5303756451860235, 47.47460383342448], [-0.5321553822733907, 47.47435302702548], [-0.532284036607674, 47.47415100273087], [-0.5338591919033381, 47.47139817139759], [-0.5356954872357869, 47.47171319102085], [-0.5391800135305087, 47.47178813576257], [-0.5384531244986596, 47.471497883262074], [-0.5320025393110276, 47.46889486363791], [-0.5319215570045646, 47.468851240321776]]], ""type"": ""Polygon""}";47.47173886238032, -0.532938290170063
509;ECOLE VOLTAIRE;01;956;304;652;652;38;23;591;399;192;"{""coordinates"": [[[-0.5227176895405176, 47.48287564923942], [-0.5232429801670513, 47.48301332247426], [-0.5246593819749935, 47.48339887120103], [-0.5267426872216874, 47.4833061872451], [-0.5279246839762759, 47.48332203831384], [-0.5287009579633033, 47.483546471708244], [-0.5332613772883705, 47.485577273873865], [-0.5348043663918588, 47.48346786932468], [-0.5319496214088364, 47.48308376188934], [-0.5312406061557088, 47.48285621302123], [-0.530781335755535, 47.48267504867379], [-0.5307050076449421, 47.482633802909966], [-0.5308705026986428, 47.482474054450314], [-0.5316261130240776, 47.48185902650434], [-0.5321588336878651, 47.48150940565483], [-0.5321526259937831, 47.48141613391415], [-0.5317191075005092, 47.48134637576673], [-0.5301709698800922, 47.48086931806322], [-0.5299913555035207, 47.4807927821521], [-0.5277435694108114, 47.48008991796611], [-0.5266905581686516, 47.47977947952463], [-0.522268641944434, 47.4821115842451], [-0.5215750381007772, 47.48248371104134], [-0.5220447992405006, 47.48268539016612], [-0.5222593221517867, 47.48275565124826], [-0.5227176895405176, 47.48287564923942]]], ""type"": ""Polygon""}";47.48245008981381, -0.5283766536329868
510;ECOLE VOLTAIRE;01;904;461;443;443;17;11;415;263;152;"{""coordinates"": [[[-0.5322184188466644, 47.48730588930346], [-0.5332613772883705, 47.485577273873865], [-0.5287009579633033, 47.483546471708244], [-0.5279246839762759, 47.48332203831384], [-0.5267426872216874, 47.4833061872451], [-0.5267556254578142, 47.48336296737889], [-0.526932886389748, 47.4848330352375], [-0.525116250504461, 47.48492586517101], [-0.5253047517729651, 47.48658773495496], [-0.525683068960999, 47.48653990076004], [-0.5258176861190769, 47.487714319469646], [-0.5267248073813794, 47.487648176906724], [-0.5309767861435499, 47.48738536401856], [-0.5322184188466644, 47.48730588930346]]], ""type"": ""Polygon""}";47.485775074851205, -0.5288693600004843
511;ECOLE VOLTAIRE;01;929;349;580;580;34;12;534;352;182;"{""coordinates"": [[[-0.5215750381007772, 47.48248371104134], [-0.518943250690806, 47.48386707338996], [-0.5161420954282369, 47.48530639965117], [-0.5143442967546904, 47.48623963037713], [-0.5153172006088629, 47.48720288271151], [-0.5157889719395103, 47.48753490288825], [-0.5165046905606316, 47.48784571819788], [-0.5190746176999338, 47.48898693500839], [-0.5209241522353547, 47.489748124762606], [-0.521959310465341, 47.4900053206292], [-0.5218672369526853, 47.48956477458613], [-0.521705761978283, 47.48934748115797], [-0.5204207047860169, 47.48847491885984], [-0.5201865455655164, 47.48840732324827], [-0.5202182346138875, 47.488240234968], [-0.5205054739099576, 47.488020697992056], [-0.5208508204907836, 47.48784611927384], [-0.5216586967614083, 47.487439361855714], [-0.5221956344075174, 47.487057428584144], [-0.5224983742737566, 47.4868655057143], [-0.5227090063295065, 47.48293092827448], [-0.5227176895405176, 47.48287564923942], [-0.5222593221517867, 47.48275565124826], [-0.5220447992405006, 47.48268539016612], [-0.5215750381007772, 47.48248371104134]]], ""type"": ""Polygon""}";47.48609698922346, -0.5193835307923953
512;ECOLE MATERNELLE PAUL VALERY;01;1047;477;570;570;34;11;525;340;185;"{""coordinates"": [[[-0.5332954508929876, 47.48562818454254], [-0.5332613772883705, 47.485577273873865], [-0.5322184188466644, 47.48730588930346], [-0.5309767861435499, 47.48738536401856], [-0.5310741501218917, 47.48776658738385], [-0.5310552467067828, 47.487943643408805], [-0.5308489842986159, 47.488159742017764], [-0.5304433743072838, 47.488370498794254], [-0.5301088295142649, 47.48845545740036], [-0.5300932000269386, 47.48856596370627], [-0.5300958635902697, 47.488881561725115], [-0.5297381245475827, 47.489306857921065], [-0.5294695179779462, 47.48943860084344], [-0.5287644975579845, 47.48945600092154], [-0.5287533365184849, 47.489264197234775], [-0.5286810190206297, 47.489213463321605], [-0.526899365318725, 47.4893291984426], [-0.5270527633817415, 47.490737685292245], [-0.5296171065943405, 47.49121804723907], [-0.5284347977812399, 47.493275829187525], [-0.5267807911628993, 47.495427952369], [-0.5267269022182588, 47.4955386353622], [-0.5266958391722792, 47.495602971467235], [-0.526687998762898, 47.4956229294644], [-0.5266632246220204, 47.49571192442429], [-0.5266443989590531, 47.49582045639249], [-0.526640013028934, 47.49586840120552], [-0.5266265627060562, 47.496057804492196], [-0.526621612998705, 47.49612125328358], [-0.5266169777627542, 47.49628337562028], [-0.5266218060430997, 47.49633202955268], [-0.5266122873910736, 47.49639669829607], [-0.5266803267837737, 47.49642892608453], [-0.5272357248040556, 47.49667155212089], [-0.5280247672755821, 47.49699320781139], [-0.5284774908976294, 47.497188091655325], [-0.5288457673969728, 47.49733576172147], [-0.5297121517357911, 47.49771528018522], [-0.5301282322801839, 47.49788840749366], [-0.5301932918780708, 47.4979217148158], [-0.5304189015370343, 47.49801971613864], [-0.5330764898361238, 47.4994814753252], [-0.5336557089959131, 47.49973369816894], [-0.5375466383456128, 47.4957436203293], [-0.5380481261248875, 47.49547596945339], [-0.5389886490684973, 47.4948510933504], [-0.5401350099680011, 47.493914664455765], [-0.540491082187337, 47.493648307101836], [-0.5414798754051094, 47.49283194401614], [-0.5424879650041691, 47.4920523462463], [-0.5427341827758216, 47.49186210280159], [-0.543995779475449, 47.490886710219954], [-0.5458851304764534, 47.48914973729505], [-0.545925871282568, 47.489071591867535], [-0.5455945464094124, 47.48885855281788], [-0.5392230685568203, 47.48697304892555], [-0.5375712641622937, 47.48648476441519], [-0.5351382687856983, 47.48615741248947], [-0.5332954508929876, 47.48562818454254]]], ""type"": ""Polygon""}";47.492058764149284, -0.5350150355429476
513;ECOLE MATERNELLE PAUL VALERY;01;915;493;422;422;16;9;397;265;132;"{""coordinates"": [[[-0.5270527633817415, 47.490737685292245], [-0.526899365318725, 47.4893291984426], [-0.5286810190206297, 47.489213463321605], [-0.5287533365184849, 47.489264197234775], [-0.5287644975579845, 47.48945600092154], [-0.5294695179779462, 47.48943860084344], [-0.5297381245475827, 47.489306857921065], [-0.5300958635902697, 47.488881561725115], [-0.5300932000269386, 47.48856596370627], [-0.5301088295142649, 47.48845545740036], [-0.5304433743072838, 47.488370498794254], [-0.5308489842986159, 47.488159742017764], [-0.5310552467067828, 47.487943643408805], [-0.5310741501218917, 47.48776658738385], [-0.5309767861435499, 47.48738536401856], [-0.5267248073813794, 47.487648176906724], [-0.5258176861190769, 47.487714319469646], [-0.525683068960999, 47.48653990076004], [-0.5253047517729651, 47.48658773495496], [-0.525116250504461, 47.48492586517101], [-0.526932886389748, 47.4848330352375], [-0.5267556254578142, 47.48336296737889], [-0.5267426872216874, 47.4833061872451], [-0.5246593819749935, 47.48339887120103], [-0.5232429801670513, 47.48301332247426], [-0.5227176895405176, 47.48287564923942], [-0.5227090063295065, 47.48293092827448], [-0.5224983742737566, 47.4868655057143], [-0.5221956344075174, 47.487057428584144], [-0.5216586967614083, 47.487439361855714], [-0.5208508204907836, 47.48784611927384], [-0.5205054739099576, 47.488020697992056], [-0.5202182346138875, 47.488240234968], [-0.5201865455655164, 47.48840732324827], [-0.5204207047860169, 47.48847491885984], [-0.521705761978283, 47.48934748115797], [-0.5218672369526853, 47.48956477458613], [-0.521959310465341, 47.4900053206292], [-0.5236193037463209, 47.49024957011619], [-0.5254941990677663, 47.49045302195403], [-0.5254897619836043, 47.49045621872943], [-0.5270527633817415, 47.490737685292245]]], ""type"": ""Polygon""}";47.4873600589113, -0.524977078682747
514;ECOLE MATERNELLE PAUL VALERY;01;1102;364;738;738;48;20;670;442;228;"{""coordinates"": [[[-0.521959310465341, 47.4900053206292], [-0.5209241522353547, 47.489748124762606], [-0.5190746176999338, 47.48898693500839], [-0.5165046905606316, 47.48784571819788], [-0.5157889719395103, 47.48753490288825], [-0.5153172006088629, 47.48720288271151], [-0.5143442967546904, 47.48623963037713], [-0.5085386446607145, 47.48925290167598], [-0.5082733795071657, 47.48938971448557], [-0.5084243134302389, 47.4894484270249], [-0.5085077766189869, 47.489481186892945], [-0.5085370383814541, 47.48946166002778], [-0.5086319437387051, 47.48948263732754], [-0.5086473975058966, 47.48948531923373], [-0.508723237051603, 47.48951930096378], [-0.5091461133717532, 47.4897068800401], [-0.5093181058191385, 47.48978268928438], [-0.5097235926490904, 47.489960350217245], [-0.5103530980359174, 47.490235106326814], [-0.5103516438716325, 47.49023722141175], [-0.5106467256950222, 47.4903663723407], [-0.5107144724106172, 47.49039645702637], [-0.5108139396250082, 47.490440163783106], [-0.5109149307244643, 47.490484814563686], [-0.5107828421485433, 47.490618665360934], [-0.5106965876495717, 47.490704392795045], [-0.5105701089640017, 47.4908306896232], [-0.5103763033976225, 47.4910276419608], [-0.510629660260222, 47.49108224853487], [-0.5107680811015669, 47.4911123460642], [-0.5108581521457236, 47.49113247815408], [-0.5108271990814376, 47.491196716197834], [-0.5111711001131193, 47.49127657149994], [-0.5123827475638524, 47.49155126719081], [-0.5125245778017495, 47.49156460183035], [-0.5130529659091926, 47.49160975876225], [-0.5135811483340774, 47.491649787348706], [-0.51357553173875, 47.491657251345096], [-0.51375876998441, 47.491718125940466], [-0.5138229905730999, 47.49173904216313], [-0.5142241340111908, 47.49171225195287], [-0.5143309216401061, 47.49170594161405], [-0.5147335229221996, 47.491679105264545], [-0.5147510191411641, 47.49173466709774], [-0.5148076696369306, 47.49177967344223], [-0.515091540967357, 47.49180948161529], [-0.5151474535942738, 47.49182128590247], [-0.5154954620275597, 47.49189479095853], [-0.5163942130736746, 47.492072002053035], [-0.5168485791022897, 47.492154690603236], [-0.517496531293016, 47.49226785812323], [-0.5175584780259729, 47.492278487089706], [-0.5181482372637857, 47.492369472798956], [-0.5183087840843774, 47.492388533106535], [-0.518542816953425, 47.4924519949492], [-0.5185787726738196, 47.49246332506629], [-0.5188326112521231, 47.49254698204639], [-0.5190195393972729, 47.492593239859744], [-0.519193583729535, 47.49263151627793], [-0.5197766158090438, 47.49275916467198], [-0.5200942247642703, 47.49281278353328], [-0.5201010917270503, 47.49280014886345], [-0.5203664557279314, 47.49285121733857], [-0.520416063287381, 47.49286005993242], [-0.5210635592201147, 47.492968089596744], [-0.5216130658244017, 47.49307487139154], [-0.5219735631909098, 47.49315211847944], [-0.5220995286819726, 47.49318051165028], [-0.5221370766208914, 47.493191792146064], [-0.5221511393769037, 47.49319550514377], [-0.522177608314696, 47.493201991216054], [-0.5222198071833779, 47.49321529080812], [-0.5222527148515121, 47.493226712763445], [-0.5222794582095196, 47.49323733224986], [-0.522311253493065, 47.493254010385314], [-0.5223209503498759, 47.49326199830056], [-0.5223439435709244, 47.49328416711169], [-0.5223652742592828, 47.493305306145515], [-0.5224481072196064, 47.49340038272255], [-0.522598472591987, 47.493404080860664], [-0.5227600702971531, 47.493390869022996], [-0.5229292906623673, 47.49337841490506], [-0.5229679084277218, 47.49363790074929], [-0.5230031165832771, 47.49391405778333], [-0.5230560353259249, 47.49411080024803], [-0.5231014728953338, 47.494148851595945], [-0.5231704022758423, 47.49419456006389], [-0.5232659982720689, 47.494249719600376], [-0.5233277968176038, 47.49428006869069], [-0.523433247935628, 47.49432358254933], [-0.5234820851944413, 47.494342801892124], [-0.5235731285856298, 47.49437541016437], [-0.5238291431006425, 47.494447555275286], [-0.5239754776401053, 47.494482528271845], [-0.524028345633297, 47.49449442128288], [-0.5240300022865277, 47.49449536117389], [-0.5240330517100343, 47.494495268142195], [-0.5240563348332832, 47.4944997800974], [-0.5241661669407276, 47.49451722834384], [-0.5243179036885802, 47.49453952063953], [-0.5245492061956037, 47.49456361687118], [-0.5246760809540078, 47.494581625099954], [-0.5247784874834435, 47.49460128022066], [-0.5250370002054658, 47.49466299197983], [-0.5251594946449821, 47.4947090455568], [-0.5252068194859745, 47.49472948086514], [-0.5252798366430625, 47.49476668973519], [-0.5255424068430651, 47.49491543466798], [-0.5258087815599485, 47.495073427010155], [-0.5258897749542822, 47.495116694814456], [-0.5259494248813598, 47.49513666358842], [-0.526230733004966, 47.49521946650445], [-0.5267807911628993, 47.495427952369], [-0.5284347977812399, 47.493275829187525], [-0.5296171065943405, 47.49121804723907], [-0.5270527633817415, 47.490737685292245], [-0.5254897619836043, 47.49045621872943], [-0.5254941990677663, 47.49045302195403], [-0.5236193037463209, 47.49024957011619], [-0.521959310465341, 47.4900053206292]]], ""type"": ""Polygon""}";47.49084484453867, -0.5191707605866822
601;ECOLE PRIMAIRE ANNIE FRATELLINI;01;1261;416;845;845;57;29;759;505;254;"{""coordinates"": [[[-0.5195553220818332, 47.46584211771703], [-0.5195329895666612, 47.46589781290862], [-0.5195263299468336, 47.46591152191329], [-0.5194378269410598, 47.466032622379096], [-0.5192763339177241, 47.466252470486694], [-0.5192274087490957, 47.46629961207909], [-0.5192202054636361, 47.46630712488306], [-0.5191404290585176, 47.46641967538866], [-0.5189165438371401, 47.466737947396936], [-0.5189019123617677, 47.46677161805549], [-0.5188960848843385, 47.4667998880994], [-0.5188928883001234, 47.46682177516667], [-0.5188975815750858, 47.466844502231986], [-0.5189065048980384, 47.46686493941101], [-0.518915358225371, 47.46688231736901], [-0.5189333551034634, 47.466899416632515], [-0.5189605670186153, 47.466917315496396], [-0.5190159601325567, 47.466945700396494], [-0.5200965900520889, 47.46751503381206], [-0.5201267790548415, 47.46753176117075], [-0.520133357460955, 47.467538853824884], [-0.5199846565530997, 47.467675295993175], [-0.5191034820475665, 47.468380158013765], [-0.5192912951128659, 47.46855721400896], [-0.5193373276873225, 47.468604612402196], [-0.5194338272591806, 47.46869819348632], [-0.5196001812257092, 47.4688499717044], [-0.51967065216307, 47.46892147596797], [-0.5196995767411989, 47.46896318302215], [-0.5197467823231671, 47.4690302642251], [-0.5197385879659148, 47.46920708208066], [-0.5196655407781212, 47.469421172562676], [-0.5196461833736329, 47.46947569649767], [-0.5195825863859611, 47.46962403988545], [-0.5195449352868075, 47.46970307203598], [-0.5192928986895798, 47.47019777974596], [-0.5191044949137354, 47.470590783216196], [-0.5190728131992157, 47.47064370176459], [-0.5190542827724659, 47.47071071586252], [-0.5190511575028145, 47.470733681204855], [-0.5190127857272292, 47.470986151553014], [-0.5189478091111163, 47.4711137372887], [-0.5187119283427409, 47.471551856031695], [-0.5186442803249145, 47.47164116604284], [-0.518542246488058, 47.47176465846738], [-0.5182996457270318, 47.47207944648563], [-0.5176286396420182, 47.47260663384775], [-0.5173088938541345, 47.472865604060864], [-0.5171106837891586, 47.473040826146025], [-0.5170495386700494, 47.47301990863429], [-0.5170244013123161, 47.473011310201805], [-0.5162233503695483, 47.47273245416227], [-0.5162219639706105, 47.47273357685636], [-0.5162132301285415, 47.47274005555377], [-0.5157627621517749, 47.47301443702893], [-0.5154889164951537, 47.473180614160185], [-0.5154682905994229, 47.473262187616385], [-0.5154635689050737, 47.473283130488504], [-0.5156441872460856, 47.47379058603698], [-0.5157889870093828, 47.47419630689686], [-0.5158019228616609, 47.47423120848488], [-0.5158082757067385, 47.47425694641168], [-0.5158247244888874, 47.47432082377555], [-0.5158101735204815, 47.474331711406855], [-0.5157698351061003, 47.47437030601129], [-0.5158469917196673, 47.47437831125085], [-0.5196245626506031, 47.47441485370471], [-0.520647240851887, 47.474570598810175], [-0.5215131142000561, 47.47483286222257], [-0.5236339292117534, 47.47501217082281], [-0.5253408634293861, 47.47504830864004], [-0.5263638777914167, 47.47495476309954], [-0.5291339415457299, 47.47471175250695], [-0.5311389585043366, 47.47124360010952], [-0.5319074412144292, 47.46884464898844], [-0.5318949764317992, 47.46883692666202], [-0.5315256078902613, 47.46863807114321], [-0.5298019741739368, 47.46790851037304], [-0.5261233346184077, 47.4666560916049], [-0.5244777549740504, 47.46622804664097], [-0.5228049783431626, 47.46590597566249], [-0.5215962724941386, 47.46583786518319], [-0.5196493438813234, 47.46579225051881], [-0.5195674692887569, 47.46580303024786], [-0.5195553220818332, 47.46584211771703]]], ""type"": ""Polygon""}";47.47079522625214, -0.5242818459446127
602;ECOLE PRIMAIRE ANNIE FRATELLINI;01;1076;397;679;679;37;14;628;477;151;"{""coordinates"": [[[-0.532284036607674, 47.47415100273087], [-0.5321553822733907, 47.47435302702548], [-0.5303756451860235, 47.47460383342448], [-0.529177775495562, 47.47470789164393], [-0.5263638777914167, 47.47495476309954], [-0.5283064109714611, 47.47627753735495], [-0.5282784826400396, 47.47690227806068], [-0.5236105601644075, 47.47862311887609], [-0.5232622214590795, 47.478789606144105], [-0.5266905581686516, 47.47977947952463], [-0.5281865311417321, 47.478965382486315], [-0.5304986968551455, 47.47778154985002], [-0.534670902139002, 47.475599012967606], [-0.5341073676213473, 47.47486442503379], [-0.532284036607674, 47.47415100273087]]], ""type"": ""Polygon""}";47.47675043313842, -0.5293562994748986
