code_bureau_vote;nom_bureau_vote;nb_inscrits;nb_abstentions;nb_votants;nb_votants_emargements;nb_blancs;nb_nuls;nb_exprimes;demain_angers;angers_pour_vous;Geo Shape;geo_point_2d
502;LYCEE JOACHIM DU BELLAY;1441;621;820;820;15;5;800;325;475;"{""coordinates"": [[[-0.553911171051917, 47.47755345454325], [-0.548749390147784, 47.47528244392504], [-0.547109665066904, 47.47687270830999], [-0.546090909011906, 47.47790084146238], [-0.543685397056407, 47.48027369762332], [-0.542008442373414, 47.47938223998865], [-0.541720099799817, 47.479537489950154], [-0.540238216975473, 47.48005438223198], [-0.540196375514896, 47.48007025152367], [-0.539338422783699, 47.480274110070184], [-0.539030476433996, 47.48034270450153], [-0.537190255646405, 47.48088169853236], [-0.537015274229604, 47.481000255916406], [-0.535736590725531, 47.48232310975525], [-0.534804366391867, 47.48346786932473], [-0.533261377288352, 47.485577273873915], [-0.533295450892999, 47.48562818454259], [-0.535138268785685, 47.48615741248949], [-0.537571264162323, 47.48648476441524], [-0.539223068556832, 47.486973048925606], [-0.545594546409449, 47.48885855281791], [-0.545925871282566, 47.489071591867535], [-0.54605218961438, 47.48894417801641], [-0.546119748004155, 47.488877724784594], [-0.546280498664822, 47.488714948000435], [-0.546581426253889, 47.48835788089839], [-0.546723541081111, 47.48814687359947], [-0.546988292327897, 47.48775345918215], [-0.547237801780219, 47.48738446294097], [-0.547300439640137, 47.487290157346095], [-0.54739390118137, 47.48715222567118], [-0.547446282911288, 47.48708731814043], [-0.547493329089412, 47.487035990533684], [-0.547568647320604, 47.486924727773804], [-0.547750795737326, 47.48655563819281], [-0.547920129754353, 47.48631678064661], [-0.547961837331182, 47.486229330372744], [-0.548036945701904, 47.48607125245621], [-0.548062025073343, 47.48603311506588], [-0.548192557102407, 47.48583182551175], [-0.548492138641505, 47.48552458613185], [-0.548645531970005, 47.48536725377137], [-0.548961108237537, 47.484977494278745], [-0.549125237750616, 47.48477418051957], [-0.549307859021107, 47.48452761878989], [-0.549398341774294, 47.48441480797801], [-0.549595094948376, 47.484173033731835], [-0.549807708543131, 47.48387053418168], [-0.550018662943576, 47.48356709468909], [-0.55029403764476, 47.483172353650154], [-0.550335044853197, 47.483052689093505], [-0.550351394043436, 47.48295359159226], [-0.550476775103882, 47.48272121288768], [-0.55070420928974, 47.482433922701404], [-0.550845461693248, 47.482256160598325], [-0.551016427785206, 47.48204011757912], [-0.551166953810944, 47.48179453904002], [-0.551211980487772, 47.48173498790001], [-0.551263804775788, 47.481663882525744], [-0.5512851336246, 47.48161541481631], [-0.551308897489896, 47.48155966893297], [-0.551231298653213, 47.481497675860915], [-0.551017841178744, 47.481283098917366], [-0.551050675833154, 47.48124778360788], [-0.551126254433137, 47.48123195337949], [-0.551171842602597, 47.48120461967245], [-0.551199689454238, 47.48116225440856], [-0.551294115655457, 47.48113233831051], [-0.551425254691222, 47.48112308304138], [-0.551558546317119, 47.48110034529555], [-0.551623454156032, 47.481040182512935], [-0.551653516091408, 47.48096344333412], [-0.551700688095809, 47.480890319801034], [-0.55178222457456, 47.48082658408439], [-0.551846232484662, 47.48073115270879], [-0.551851073040486, 47.4807102043253], [-0.551871158833441, 47.48062134622794], [-0.551870605573093, 47.48061307946032], [-0.55186838284138, 47.4805123917933], [-0.5518952541622, 47.48040981880489], [-0.551941042599535, 47.480361679088645], [-0.552017102439296, 47.48023994502833], [-0.552091697914936, 47.48011816590468], [-0.552167757060619, 47.47999643173566], [-0.552214716337554, 47.47987451214879], [-0.552249124601335, 47.479608732642596], [-0.55230245881479, 47.479423317928344], [-0.552371857646168, 47.47931520457554], [-0.55244417323231, 47.47925067142455], [-0.552522385422349, 47.4792524072319], [-0.552558207128518, 47.47926174999019], [-0.552682674664116, 47.479061630913534], [-0.553911171051917, 47.47755345454325]]], ""type"": ""Polygon""}";47.48259777430326, -0.5441911059750613
503;ECOLE MATERNELLE MARIE TALET;1184;517;667;667;7;8;652;296;356;"{""coordinates"": [[[-0.541566522251953, 47.47419069275903], [-0.542000737114009, 47.473507407935514], [-0.538265286137387, 47.473712247007185], [-0.539249810849456, 47.474856473813595], [-0.54081478006472, 47.47666612434605], [-0.540957107466084, 47.476918285832625], [-0.541885937800286, 47.477271932294606], [-0.542317488387393, 47.477427881130616], [-0.543578605894407, 47.47819289158433], [-0.544027476355312, 47.477643373428435], [-0.544204289017462, 47.47724023635847], [-0.546090909011906, 47.47790084146238], [-0.547109665066904, 47.47687270830999], [-0.546146996288837, 47.47663125266926], [-0.543078865919379, 47.4753670906843], [-0.542481507350717, 47.47485480010893], [-0.541566522251953, 47.47419069275903]]], ""type"": ""Polygon""}";47.47587094095152, -0.5423690236357273
504;ECOLE MATERNELLE MARIE TALET;1050;544;506;506;6;3;497;225;272;"{""coordinates"": [[[-0.544204289017462, 47.47724023635847], [-0.544027476355312, 47.477643373428435], [-0.543578605894407, 47.47819289158433], [-0.542317488387393, 47.477427881130616], [-0.541885937800286, 47.477271932294606], [-0.540957107466084, 47.476918285832625], [-0.54081478006472, 47.47666612434605], [-0.539249810849456, 47.474856473813595], [-0.538377209498816, 47.476080486591215], [-0.539305808716158, 47.476385357987255], [-0.538787044468953, 47.4771042041674], [-0.539081964032094, 47.47737032963407], [-0.539976907143566, 47.47774366823455], [-0.538002688380581, 47.479346348418034], [-0.538045955590954, 47.47935937703939], [-0.538382605050815, 47.4795141963854], [-0.538661941212693, 47.479674477163215], [-0.539195105324205, 47.48009330003909], [-0.539393566231842, 47.48026100733202], [-0.540196375514896, 47.48007025152367], [-0.540238216975473, 47.48005438223198], [-0.541720099799817, 47.479537489950154], [-0.542008442373414, 47.47938223998865], [-0.543685397056407, 47.48027369762332], [-0.546090909011906, 47.47790084146238], [-0.544204289017462, 47.47724023635847]]], ""type"": ""Polygon""}";47.47824508863645, -0.5415198250543714
505;ENSEMBLE JEAN MACE;1278;589;689;689;9;9;671;363;308;"{""coordinates"": [[[-0.530498696855157, 47.47778154985007], [-0.533460841410069, 47.47801185114351], [-0.533536405425988, 47.47801268041213], [-0.533681678522689, 47.47804506953215], [-0.538002688380581, 47.479346348418034], [-0.539976907143566, 47.47774366823455], [-0.539081964032094, 47.47737032963407], [-0.538787044468953, 47.4771042041674], [-0.539305808716158, 47.476385357987255], [-0.538377209498816, 47.476080486591215], [-0.539249810849456, 47.474856473813595], [-0.538265286137387, 47.473712247007185], [-0.534670902138962, 47.47559901296768], [-0.530498696855157, 47.47778154985007]]], ""type"": ""Polygon""}";47.47683355631027, -0.5362536656564436
506;ENSEMBLE JEAN MACE;1522;655;867;867;6;9;852;417;435;"{""coordinates"": [[[-0.526690558168607, 47.47977947952465], [-0.527743569410822, 47.48008991796611], [-0.529991355503517, 47.48079278215215], [-0.530170969880095, 47.48086931806326], [-0.531719107500536, 47.481346375766755], [-0.532152625993798, 47.48141613391418], [-0.53215883368788, 47.48150940565491], [-0.531626113024101, 47.48185902650437], [-0.530870502698681, 47.48247405445032], [-0.530705007644909, 47.482633802909966], [-0.530781335755492, 47.48267504867385], [-0.53124060615569, 47.48285621302129], [-0.531949621408846, 47.48308376188937], [-0.534804366391867, 47.48346786932473], [-0.535736590725531, 47.48232310975525], [-0.537015274229604, 47.481000255916406], [-0.537190255646405, 47.48088169853236], [-0.539030476433996, 47.48034270450153], [-0.539393566231842, 47.48026100733202], [-0.539195105324205, 47.48009330003909], [-0.538661941212693, 47.479674477163215], [-0.538382605050815, 47.4795141963854], [-0.538045955590954, 47.47935937703939], [-0.533681678522689, 47.47804506953215], [-0.533536405425988, 47.47801268041213], [-0.533460841410069, 47.47801185114351], [-0.530498696855157, 47.47778154985007], [-0.528186531141699, 47.47896538248633], [-0.526690558168607, 47.47977947952465]]], ""type"": ""Polygon""}";47.48029242900931, -0.5331654320596532
507;ECOLE PRIMAIRE ANNIE FRATELLINI;1002;480;522;522;2;7;513;247;266;"{""coordinates"": [[[-0.533859191903364, 47.47139817139763], [-0.532284036607647, 47.47415100273091], [-0.534107367621307, 47.47486442503384], [-0.534670902138962, 47.47559901296768], [-0.538265286137387, 47.473712247007185], [-0.53902618997, 47.47331714975777], [-0.540888931985459, 47.47233694274878], [-0.541157008372877, 47.47222283330484], [-0.541194552622561, 47.47221231758961], [-0.540381206264905, 47.47201710570148], [-0.53918001353052, 47.47178813576258], [-0.535695487235755, 47.47171319102087], [-0.533859191903364, 47.47139817139763]]], ""type"": ""Polygon""}";47.473158797240785, -0.5360180472844228
508;ECOLE PRIMAIRE ANNIE FRATELLINI;935;559;376;376;5;5;366;148;218;"{""coordinates"": [[[-0.53192155700461, 47.46885124032178], [-0.531219038741376, 47.47111392398019], [-0.530001675840342, 47.473258000935324], [-0.529177775495569, 47.47470789164396], [-0.530375645186013, 47.47460383342452], [-0.532155382273426, 47.4743530270255], [-0.532284036607647, 47.47415100273091], [-0.533859191903364, 47.47139817139763], [-0.535695487235755, 47.47171319102087], [-0.53918001353052, 47.47178813576258], [-0.538453124498654, 47.47149788326207], [-0.532002539311011, 47.46889486363797], [-0.53192155700461, 47.46885124032178]]], ""type"": ""Polygon""}";47.47173886238038, -0.5329382901700644
509;ECOLE VOLTAIRE;949;501;448;448;10;5;433;191;242;"{""coordinates"": [[[-0.522717689540555, 47.482875649239446], [-0.523242980167078, 47.48301332247428], [-0.524659381975031, 47.48339887120106], [-0.526742687221658, 47.48330618724513], [-0.527924683976298, 47.48332203831386], [-0.528700957963331, 47.4835464717083], [-0.533261377288352, 47.485577273873915], [-0.534804366391867, 47.48346786932473], [-0.531949621408846, 47.48308376188937], [-0.53124060615569, 47.48285621302129], [-0.530781335755492, 47.48267504867385], [-0.530705007644909, 47.482633802909966], [-0.530870502698681, 47.48247405445032], [-0.531626113024101, 47.48185902650437], [-0.53215883368788, 47.48150940565491], [-0.532152625993798, 47.48141613391418], [-0.531719107500536, 47.481346375766755], [-0.530170969880095, 47.48086931806326], [-0.529991355503517, 47.48079278215215], [-0.527743569410822, 47.48008991796611], [-0.526690558168607, 47.47977947952465], [-0.522268641944442, 47.48211158424512], [-0.521962569938875, 47.48227579691774], [-0.522044799240524, 47.482685390166175], [-0.52225932215177, 47.4827556512483], [-0.522717689540555, 47.482875649239446]]], ""type"": ""Polygon""}";47.48245000120532, -0.5283949581944221
510;ECOLE VOLTAIRE;819;592;227;227;3;1;223;77;146;"{""coordinates"": [[[-0.532218418846647, 47.487305889303485], [-0.533261377288352, 47.485577273873915], [-0.528700957963331, 47.4835464717083], [-0.527924683976298, 47.48332203831386], [-0.526742687221658, 47.48330618724513], [-0.526755625457853, 47.48336296737895], [-0.526932886389717, 47.484833035237536], [-0.525116250504472, 47.48492586517103], [-0.525304751773011, 47.48658773495501], [-0.525683068961028, 47.48653990076006], [-0.525817686119079, 47.48771431946969], [-0.526724807381348, 47.487648176906774], [-0.530976786143567, 47.48738536401858], [-0.532218418846647, 47.487305889303485]]], ""type"": ""Polygon""}";47.48577507485124, -0.5288693600004758
511;ECOLE VOLTAIRE;893;550;343;343;7;6;330;119;211;"{""coordinates"": [[[-0.521962569938875, 47.48227579691774], [-0.518943250690777, 47.483867073389966], [-0.516142095428204, 47.4853063996512], [-0.514344296754658, 47.48623963037717], [-0.515317200608897, 47.487202882711536], [-0.515788971939538, 47.48753490288831], [-0.516504690560633, 47.48784571819792], [-0.519074617699979, 47.48898693500845], [-0.520924152235398, 47.48974812476265], [-0.521959310465294, 47.49000532062927], [-0.52186723695268, 47.48956477458614], [-0.521705761978271, 47.48934748115801], [-0.520420704785973, 47.488474918859886], [-0.520186545565485, 47.488407323248296], [-0.52021823461384, 47.48824023496803], [-0.520505473909994, 47.488020697992106], [-0.520850820490782, 47.487846119273854], [-0.521658696761426, 47.48743936185576], [-0.522195634407513, 47.48705742858417], [-0.522498374273753, 47.48686550571432], [-0.522709006329546, 47.48293092827451], [-0.522717689540555, 47.482875649239446], [-0.52225932215177, 47.4827556512483], [-0.522044799240524, 47.482685390166175], [-0.521962569938875, 47.48227579691774]]], ""type"": ""Polygon""}";47.48608676497827, -0.5193904075250944
512;ECOLE MATERNELLE PAUL VALERY;981;653;328;328;3;10;315;135;180;"{""coordinates"": [[[-0.533295450892999, 47.48562818454259], [-0.533261377288352, 47.485577273873915], [-0.532218418846647, 47.487305889303485], [-0.530976786143567, 47.48738536401858], [-0.531074150121933, 47.487766587383895], [-0.531055246706793, 47.487943643408805], [-0.530848984298633, 47.48815974201779], [-0.530443374307255, 47.488370498794296], [-0.530108829514245, 47.4884554574004], [-0.530093200026962, 47.488565963706286], [-0.530095863590255, 47.488881561725144], [-0.529738124547539, 47.489306857921136], [-0.529469517977964, 47.4894386008435], [-0.528764497557953, 47.48945600092155], [-0.528753336518515, 47.48926419723483], [-0.528681019020593, 47.48921346332165], [-0.526899365318749, 47.48932919844262], [-0.527052763381764, 47.490737685292245], [-0.529617106594299, 47.491218047239094], [-0.528434797781239, 47.49327582918756], [-0.526780791162855, 47.49542795236903], [-0.52672690221822, 47.49553863536226], [-0.52669583917229, 47.49560297146724], [-0.526687998762941, 47.495622929464446], [-0.526663224622033, 47.49571192442436], [-0.526644398959052, 47.49582045639252], [-0.526640013028929, 47.49586840120552], [-0.52662656270604, 47.49605780449224], [-0.52662161299872, 47.49612125328363], [-0.526616977762716, 47.49628337562033], [-0.526621806043125, 47.4963320295527], [-0.526612287391113, 47.49639669829609], [-0.526680326783725, 47.49642892608453], [-0.527235724804055, 47.49667155212093], [-0.528024767275597, 47.496993207811414], [-0.528477490897665, 47.497188091655346], [-0.528845767396963, 47.49733576172154], [-0.529712151735815, 47.49771528018527], [-0.530128232280144, 47.49788840749369], [-0.530193291878088, 47.49792171481583], [-0.530418901537078, 47.498019716138664], [-0.53307648983611, 47.49948147532524], [-0.533655708995875, 47.499733698168946], [-0.537546638345638, 47.49574362032932], [-0.538048126124861, 47.49547596945342], [-0.538988649068468, 47.4948510933504], [-0.540135009968001, 47.49391466445581], [-0.540491082187345, 47.493648307101886], [-0.541479875405134, 47.492831944016146], [-0.542487965004153, 47.49205234624634], [-0.542734182775832, 47.491862102801605], [-0.543995779475424, 47.490886710219996], [-0.545885130476438, 47.48914973729503], [-0.545925871282566, 47.489071591867535], [-0.545594546409449, 47.48885855281791], [-0.539223068556832, 47.486973048925606], [-0.537571264162323, 47.48648476441524], [-0.535138268785685, 47.48615741248949], [-0.533295450892999, 47.48562818454259]]], ""type"": ""Polygon""}";47.49205876414931, -0.5350150355429406
513;ECOLE MATERNELLE PAUL VALERY;865;597;268;268;3;5;260;87;173;"{""coordinates"": [[[-0.527052763381764, 47.490737685292245], [-0.526899365318749, 47.48932919844262], [-0.528681019020593, 47.48921346332165], [-0.528753336518515, 47.48926419723483], [-0.528764497557953, 47.48945600092155], [-0.529469517977964, 47.4894386008435], [-0.529738124547539, 47.489306857921136], [-0.530095863590255, 47.488881561725144], [-0.530093200026962, 47.488565963706286], [-0.530108829514245, 47.4884554574004], [-0.530443374307255, 47.488370498794296], [-0.530848984298633, 47.48815974201779], [-0.531055246706793, 47.487943643408805], [-0.531074150121933, 47.487766587383895], [-0.530976786143567, 47.48738536401858], [-0.526724807381348, 47.487648176906774], [-0.525817686119079, 47.48771431946969], [-0.525683068961028, 47.48653990076006], [-0.525304751773011, 47.48658773495501], [-0.525116250504472, 47.48492586517103], [-0.526932886389717, 47.484833035237536], [-0.526755625457853, 47.48336296737895], [-0.526742687221658, 47.48330618724513], [-0.524659381975031, 47.48339887120106], [-0.523242980167078, 47.48301332247428], [-0.522717689540555, 47.482875649239446], [-0.522709006329546, 47.48293092827451], [-0.522498374273753, 47.48686550571432], [-0.522195634407513, 47.48705742858417], [-0.521658696761426, 47.48743936185576], [-0.520850820490782, 47.487846119273854], [-0.520505473909994, 47.488020697992106], [-0.52021823461384, 47.48824023496803], [-0.520186545565485, 47.488407323248296], [-0.520420704785973, 47.488474918859886], [-0.521705761978271, 47.48934748115801], [-0.52186723695268, 47.48956477458614], [-0.521959310465294, 47.49000532062927], [-0.523619303746302, 47.490249570116234], [-0.525494199067808, 47.490453021954075], [-0.525489761983628, 47.49045621872944], [-0.527052763381764, 47.490737685292245]]], ""type"": ""Polygon""}";47.487360058911364, -0.5249770786827453
514;ECOLE MATERNELLE PAUL VALERY;1110;633;477;477;14;12;451;145;306;"{""coordinates"": [[[-0.521959310465294, 47.49000532062927], [-0.520924152235398, 47.48974812476265], [-0.519074617699979, 47.48898693500845], [-0.516504690560633, 47.48784571819792], [-0.515788971939538, 47.48753490288831], [-0.515317200608897, 47.487202882711536], [-0.514344296754658, 47.48623963037717], [-0.508538644660677, 47.48925290167603], [-0.508273379507148, 47.489389714485604], [-0.508424313430226, 47.48944842702494], [-0.50850777661894, 47.48948118689301], [-0.508537038381465, 47.48946166002782], [-0.508631943738703, 47.48948263732758], [-0.508647397505878, 47.48948531923377], [-0.50872323705157, 47.4895193009638], [-0.509146113371798, 47.48970688004013], [-0.509318105819091, 47.48978268928441], [-0.50972359264905, 47.48996035021728], [-0.510353098035918, 47.490235106326836], [-0.51035164387167, 47.4902372214118], [-0.510646725695064, 47.490366372340716], [-0.5107144724106, 47.49039645702637], [-0.510813939625035, 47.49044016378312], [-0.510914930724426, 47.49048481456373], [-0.510782842148514, 47.490618665360955], [-0.510696587649617, 47.49070439279509], [-0.510570108963971, 47.49083068962326], [-0.510376303397584, 47.49102764196081], [-0.510480589700464, 47.491096207206525], [-0.510719778281923, 47.49115411103504], [-0.510827199081422, 47.491196716197855], [-0.511171100113129, 47.49127657149996], [-0.512382747563811, 47.49155126719084], [-0.512524577801702, 47.49156460183039], [-0.513052965909204, 47.49160975876229], [-0.51358114833412, 47.491649787348756], [-0.51357553173878, 47.4916572513451], [-0.513758769984368, 47.49171812594047], [-0.513822990573113, 47.49173904216314], [-0.514224134011181, 47.491712251952926], [-0.514330921640102, 47.4917059416141], [-0.514733522922161, 47.49167910526461], [-0.514751019141117, 47.49173466709778], [-0.514807669636968, 47.49177967344225], [-0.515091540967381, 47.491809481615306], [-0.515147453594276, 47.49182128590251], [-0.515495462027541, 47.49189479095859], [-0.516394213073699, 47.49207200205307], [-0.516848579102301, 47.49215469060328], [-0.517496531293041, 47.492267858123284], [-0.517558478025988, 47.49227848708974], [-0.518148237263769, 47.492369472798984], [-0.518308784084388, 47.49238853310656], [-0.518542816953396, 47.49245199494923], [-0.518578772673774, 47.49246332506636], [-0.51883261125214, 47.49254698204642], [-0.519019539397241, 47.49259323985977], [-0.519193583729553, 47.49263151627796], [-0.51977661580906, 47.49275916467201], [-0.520094224764296, 47.4928127835333], [-0.520101091727053, 47.49280014886347], [-0.520366455727919, 47.4928512173386], [-0.520416063287336, 47.49286005993245], [-0.521063559220111, 47.49296808959678], [-0.521613065824372, 47.49307487139157], [-0.52197356319088, 47.493152118479486], [-0.522099528681989, 47.493180511650294], [-0.522137076620853, 47.493191792146106], [-0.522151139376855, 47.4931955051438], [-0.522177608314659, 47.4932019912161], [-0.522219807183335, 47.493215290808166], [-0.522252714851493, 47.49322671276351], [-0.52227945820951, 47.49323733224992], [-0.522311253493089, 47.49325401038534], [-0.522320950349864, 47.49326199830058], [-0.522343943570879, 47.49328416711171], [-0.522365274259238, 47.49330530614555], [-0.522448107219633, 47.49340038272258], [-0.522598472591975, 47.493404080860714], [-0.522760070297195, 47.49339086902306], [-0.52292929066237, 47.49337841490511], [-0.522967908427717, 47.49363790074935], [-0.523003116583316, 47.49391405778335], [-0.523056035325964, 47.494110800248066], [-0.523101472895329, 47.49414885159599], [-0.523170402275849, 47.494194560063924], [-0.523265998272099, 47.494249719600425], [-0.523327796817633, 47.49428006869071], [-0.523433247935643, 47.49432358254937], [-0.523482085194432, 47.49434280189217], [-0.52357312858559, 47.49437541016442], [-0.523829143100654, 47.49444755527534], [-0.523975477640064, 47.494482528271874], [-0.52402834563328, 47.49449442128287], [-0.524030002286572, 47.494495361173925], [-0.524033051710036, 47.49449526814221], [-0.524056334833242, 47.49449978009746], [-0.524166166940682, 47.49451722834389], [-0.524317903688567, 47.49453952063957], [-0.524549206195577, 47.49456361687119], [-0.524676080953993, 47.49458162509998], [-0.524778487483424, 47.49460128022067], [-0.525037000205425, 47.494662991979865], [-0.525159494644969, 47.49470904555685], [-0.525206819485973, 47.49472948086518], [-0.525279836643093, 47.49476668973522], [-0.52554240684304, 47.49491543466802], [-0.525808781559992, 47.495073427010205], [-0.525889774954266, 47.495116694814485], [-0.525949424881349, 47.49513666358845], [-0.526230733004929, 47.4952194665045], [-0.526780791162855, 47.49542795236903], [-0.528434797781239, 47.49327582918756], [-0.529617106594299, 47.491218047239094], [-0.527052763381764, 47.490737685292245], [-0.525489761983628, 47.49045621872944], [-0.525494199067808, 47.490453021954075], [-0.523619303746302, 47.490249570116234], [-0.521959310465294, 47.49000532062927]]], ""type"": ""Polygon""}";47.49084492250197, -0.5191682769688337
601;ECOLE PRIMAIRE ANNIE FRATELLINI;1251;707;544;544;14;11;519;184;335;"{""coordinates"": [[[-0.519555322081878, 47.46584211771706], [-0.519532989566696, 47.46589781290865], [-0.519526329946863, 47.4659115219133], [-0.519437826941047, 47.46603262237913], [-0.519276333917737, 47.46625247048671], [-0.519227408749085, 47.466299612079126], [-0.519220205463651, 47.466307124883095], [-0.51914042905853, 47.4664196753887], [-0.518916543837112, 47.466737947396965], [-0.518901912361793, 47.46677161805551], [-0.518896084884291, 47.46679988809943], [-0.518892888300154, 47.46682177516673], [-0.518897581575045, 47.466844502232036], [-0.518906504898001, 47.466864939411074], [-0.51891535822541, 47.46688231736907], [-0.518933355103447, 47.46689941663255], [-0.518960567018612, 47.46691731549645], [-0.519015960132568, 47.46694570039654], [-0.520096590052086, 47.46751503381207], [-0.520126779054809, 47.46753176117077], [-0.520133357460936, 47.46753885382493], [-0.519957170667366, 47.467672881755064], [-0.519089263367129, 47.468352076705195], [-0.519261997851137, 47.46855316115914], [-0.519298211201998, 47.46859978469894], [-0.519393272267275, 47.468690937170514], [-0.519600181225748, 47.468849971704444], [-0.51967065216305, 47.468921475967996], [-0.51969957674116, 47.46896318302217], [-0.519746782323212, 47.46903026422512], [-0.51973858796596, 47.469207082080665], [-0.519665540778163, 47.46942117256271], [-0.519646183373619, 47.4694756964977], [-0.519582586385933, 47.469624039885474], [-0.519544935286821, 47.46970307203599], [-0.519292898689553, 47.47019777974597], [-0.519104494913732, 47.47059078321623], [-0.51907281319923, 47.470643701764615], [-0.519054282772424, 47.47071071586255], [-0.519051157502855, 47.470733681204884], [-0.519012785727187, 47.47098615155302], [-0.518947809111159, 47.47111373728872], [-0.518711928342743, 47.47155185603175], [-0.518644280324927, 47.47164116604286], [-0.518542246488013, 47.47176465846742], [-0.518299645727039, 47.47207944648566], [-0.517628639641974, 47.47260663384781], [-0.517308893854125, 47.47286560406091], [-0.517110683789188, 47.47304082614607], [-0.517049538670079, 47.47301990863431], [-0.517024401312327, 47.47301131020182], [-0.516223350369562, 47.47273245416229], [-0.516221963970634, 47.472733576856434], [-0.516213230128496, 47.47274005555379], [-0.515762762151744, 47.473014437029], [-0.51548891649518, 47.47318061416021], [-0.515468290599438, 47.47326218761644], [-0.515463568905075, 47.47328313048856], [-0.515644187246092, 47.47379058603698], [-0.515788987009425, 47.4741963068969], [-0.515801922861663, 47.4742312084849], [-0.515808275706762, 47.474256946411714], [-0.515824724488931, 47.47432082377556], [-0.515810173520449, 47.474331711406876], [-0.515769835106112, 47.474370306011316], [-0.515846991719623, 47.474378311250874], [-0.519624562650602, 47.47441485370472], [-0.520647240851844, 47.47457059881022], [-0.521513114200018, 47.4748328622226], [-0.523633929211777, 47.475012170822836], [-0.52534086342943, 47.47504830864008], [-0.526363877791459, 47.47495476309957], [-0.529177775495569, 47.47470789164396], [-0.531208964787224, 47.471131667491704], [-0.53192155700461, 47.46885124032178], [-0.531894976431752, 47.46883692666205], [-0.531511799506234, 47.468632226700976], [-0.529801974173906, 47.4679085103731], [-0.526123334618431, 47.46665609160494], [-0.524477754974085, 47.466228046640985], [-0.522804978343134, 47.465905975662544], [-0.521596272494141, 47.46583786518322], [-0.519649343881347, 47.46579225051887], [-0.519567469288795, 47.46580303024789], [-0.519555322081878, 47.46584211771706]]], ""type"": ""Polygon""}";47.47079601121121, -0.5242889241607785
602;ECOLE PRIMAIRE ANNIE FRATELLINI;1086;641;445;445;6;11;428;203;225;"{""coordinates"": [[[-0.532284036607647, 47.47415100273091], [-0.532155382273426, 47.4743530270255], [-0.530375645186013, 47.47460383342452], [-0.529177775495569, 47.47470789164396], [-0.526363877791459, 47.47495476309957], [-0.526443178179981, 47.47506217383311], [-0.528306410971485, 47.47627753735498], [-0.528278482640007, 47.47690227806072], [-0.523610560164396, 47.47862311887611], [-0.523262221459039, 47.478789606144154], [-0.526690558168607, 47.47977947952465], [-0.528186531141699, 47.47896538248633], [-0.530498696855157, 47.47778154985007], [-0.534670902138962, 47.47559901296768], [-0.534107367621307, 47.47486442503384], [-0.532284036607647, 47.47415100273091]]], ""type"": ""Polygon""}";47.476747778841776, -0.5293516336688089
603;ECOLE MATERNELLE HENRI CHIRON;1055;619;436;436;8;4;424;184;240;"{""coordinates"": [[[-0.515846991719623, 47.474378311250874], [-0.515769835106112, 47.474370306011316], [-0.515699941632668, 47.474379727306946], [-0.515684885031883, 47.47440503662629], [-0.515678025348629, 47.474417760966865], [-0.515663728954273, 47.474456553051574], [-0.515624925132663, 47.474586490896], [-0.515624780980052, 47.47460837486625], [-0.51547714758754, 47.47508422605248], [-0.514876324527456, 47.47704322472499], [-0.514861198038146, 47.47709356693825], [-0.51485126553048, 47.47712808420997], [-0.514654464648922, 47.47778622899189], [-0.514649533967196, 47.47780402676426], [-0.514625945885631, 47.477864980978474], [-0.514620598661358, 47.47787648867679], [-0.514610892100216, 47.4778923609018], [-0.514598416711189, 47.47791254924359], [-0.514585931048122, 47.47793057695363], [-0.514590282657297, 47.47795016311126], [-0.514595592273605, 47.47798421643484], [-0.514600836442787, 47.47801728131794], [-0.5146059437602, 47.478048279462435], [-0.51460473810203, 47.47810026882006], [-0.514602074462363, 47.478152302551464], [-0.51459339130586, 47.4781836303787], [-0.514591098496978, 47.478195135149384], [-0.514586102302256, 47.47821194447686], [-0.514441393075535, 47.478523652686796], [-0.514319870747519, 47.47877036697252], [-0.514264302915377, 47.478903965533526], [-0.514252911680285, 47.4789385271042], [-0.514167696579347, 47.47917999442569], [-0.514168062817279, 47.47918151394734], [-0.515017029063698, 47.47945460594409], [-0.515170533822783, 47.47955644982267], [-0.515772536257742, 47.47975025594668], [-0.516080366956608, 47.47963346674686], [-0.516262179381816, 47.47960524092385], [-0.517555491380582, 47.48058662955757], [-0.518229829272651, 47.48033657687174], [-0.520242246335582, 47.47974158492487], [-0.520127541751552, 47.480066702615964], [-0.519619316824471, 47.48093081544115], [-0.519541285257438, 47.4812562551569], [-0.519543400750746, 47.48144437310587], [-0.519779225529703, 47.48192006722073], [-0.521502116172369, 47.482389592405084], [-0.521575038100806, 47.48248371104137], [-0.522268641944442, 47.48211158424512], [-0.526690558168607, 47.47977947952465], [-0.523262221459039, 47.478789606144154], [-0.523610560164396, 47.47862311887611], [-0.528278482640007, 47.47690227806072], [-0.528306410971485, 47.47627753735498], [-0.526443178179981, 47.47506217383311], [-0.526363877791459, 47.47495476309957], [-0.52534086342943, 47.47504830864008], [-0.523633929211777, 47.475012170822836], [-0.521513114200018, 47.4748328622226], [-0.520647240851844, 47.47457059881022], [-0.519624562650602, 47.47441485370472], [-0.515846991719623, 47.474378311250874]]], ""type"": ""Polygon""}";47.47777709268522, -0.5208004234240681
